,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE16,FONDL16,ROBBE16,AGG_A16,geo_address
3091,Babson College,Main Campus,231 Forest Street,Babson Park,MA,024570310,2,"Private nonprofit, 4-year or above",1782.0,1383.0,3165.0,7,2,0,2,"Babson College, 231 Forest Street, Babson Park, MA, 024570310"
3102,Becker College,Main Campus,61 SEVER ST,WORCESTER,MA,016150071,2,"Private nonprofit, 4-year or above",849.0,1340.0,2189.0,0,0,0,1,"Becker College, 61 SEVER ST, WORCESTER, MA, 016150071"
3103,Becker College,Leicester,964 Main Street,Leicester,MA,015241359,2,"Private nonprofit, 4-year or above",849.0,1340.0,2189.0,2,0,0,0,"Becker College, 964 Main Street, Leicester, MA, 015241359"
3105,Berklee College of Music,Main Campus - Boston,1140 BOYLSTON ST,BOSTON,MA,02215,2,"Private nonprofit, 4-year or above",3980.0,2425.0,6405.0,2,3,0,0,"Berklee College of Music, 1140 BOYLSTON ST, BOSTON, MA, 02215"
3106,Berklee College of Music,Valencia Campus,"Palau de les Arts Reina Sofia - Anexo Sur, Av Profesor Lopez Pineiro, 1",Valencia,,46013,2,"Private nonprofit, 4-year or above",3980.0,2425.0,6405.0,0,0,3,0,
3112,Boston University,Boston University Charles River Campus,1 Silber Way,Boston,MA,02215,2,"Private nonprofit, 4-year or above",13470.0,19225.0,32695.0,13,4,0,4,"Boston University, 1 Silber Way, Boston, MA, 02215"
3113,Boston University,Boston University Medical Campus,715 Albany Street,Boston,MA,02118,2,"Private nonprofit, 4-year or above",13470.0,19225.0,32695.0,2,4,0,20,"Boston University, 715 Albany Street, Boston, MA, 02118"
3140,Clark University,Main Campus,950 MAIN ST,WORCESTER,MA,016101477,2,"Private nonprofit, 4-year or above",1328.0,1970.0,3298.0,3,2,0,0,"Clark University, 950 MAIN ST, WORCESTER, MA, 016101477"
3145,Dean College,Main Campus,99 Main Street,Franklin,MA,020381941,2,"Private nonprofit, 4-year or above",631.0,708.0,1339.0,8,3,0,0,"Dean College, 99 Main Street, Franklin, MA, 020381941"
3172,Harvard University,Cambridge Campus,Massachusetts Hall,Cambridge,MA,02138,2,"Private nonprofit, 4-year or above",15290.0,14618.0,29908.0,27,10,0,2,"Harvard University, Massachusetts Hall, Cambridge, MA, 02138"
3173,Harvard University,Longwood Campus,Massachusetts Hall,Cambridge,MA,02138,2,"Private nonprofit, 4-year or above",15290.0,14618.0,29908.0,1,1,0,0,"Harvard University, Massachusetts Hall, Cambridge, MA, 02138"
3175,Harvard University,Arnold Arboretum,125 Arborway,Boston,MA,02130,2,"Private nonprofit, 4-year or above",15290.0,14618.0,29908.0,0,0,1,1,"Harvard University, 125 Arborway, Boston, MA, 02130"
3181,College of the Holy Cross,Main Campus,ONE COLLEGE STREET,WORCESTER,MA,016102395,2,"Private nonprofit, 4-year or above",1332.0,1388.0,2720.0,6,3,0,0,"College of the Holy Cross, ONE COLLEGE STREET, WORCESTER, MA, 016102395"
3183,Lasell College,Main Campus,1844 COMMONWEALTH AVE,Auburndale,MA,024662716,2,"Private nonprofit, 4-year or above",705.0,1359.0,2064.0,3,0,0,0,"Lasell College, 1844 COMMONWEALTH AVE, Auburndale, MA, 024662716"
3202,Massachusetts College of Art and Design,Main Campus,621 HUNTINGTON AVE,BOSTON,MA,021155801,1,"Public, 4-year or above",578.0,1404.0,1982.0,1,0,0,1,"Massachusetts College of Art and Design, 621 HUNTINGTON AVE, BOSTON, MA, 021155801"
3213,Middlesex Community College,Bedford Campus,591 SPRINGS RD,BEDFORD,MA,017309124,4,"Public, 2-year",3584.0,5033.0,8617.0,0,1,0,0,"Middlesex Community College, 591 SPRINGS RD, BEDFORD, MA, 017309124"
3214,Middlesex Community College,Lowell Campus,33 Kearney Square,Lowell,MA,01852,4,"Public, 2-year",3584.0,5033.0,8617.0,0,0,1,0,"Middlesex Community College, 33 Kearney Square, Lowell, MA, 01852"
3217,Mount Ida College,Main Campus,777 DEDHAM ST,NEWTON,MA,02459,2,"Private nonprofit, 4-year or above",428.0,966.0,1394.0,1,0,0,0,"Mount Ida College, 777 DEDHAM ST, NEWTON, MA, 02459"
3223,The New England Conservatory of Music,New England Conservatory of Music,290 HUNTINGTON AVE,BOSTON,MA,02115,2,"Private nonprofit, 4-year or above",445.0,374.0,819.0,0,0,1,3,"The New England Conservatory of Music, 290 HUNTINGTON AVE, BOSTON, MA, 02115"
3230,Nichols College,Main Campus,CENTER RD,DUDLEY,MA,015715000,2,"Private nonprofit, 4-year or above",863.0,617.0,1480.0,5,3,0,3,"Nichols College, CENTER RD, DUDLEY, MA, 015715000"
3233,North Shore Community College,Danvers Campus,1 Ferncroft Rd,Danvers,MA,019230840,4,"Public, 2-year",2454.0,3861.0,6315.0,0,0,0,1,"North Shore Community College, 1 Ferncroft Rd, Danvers, MA, 019230840"
3234,North Shore Community College,Lynn Campus,300 Broad Street,Lynn,MA,01901,4,"Public, 2-year",2454.0,3861.0,6315.0,0,0,1,0,"North Shore Community College, 300 Broad Street, Lynn, MA, 01901"
3265,Springfield College,Main Campus,263 ALDEN ST,SPRINGFIELD,MA,011093797,2,"Private nonprofit, 4-year or above",1362.0,1782.0,3144.0,4,3,0,0,"Springfield College, 263 ALDEN ST, SPRINGFIELD, MA, 011093797"
3272,Springfield College,"SHS Wilmington, DE","1007 Orange St.,  Suite 500",Wilmington,DE,19801,2,"Private nonprofit, 4-year or above",1362.0,1782.0,3144.0,0,0,4,7,"Springfield College, 1007 Orange St.,  Suite 500, Wilmington, DE, 19801"
3280,Stonehill College,Main Campus,320 WASHINGTON ST,EASTON,MA,023577180,2,"Private nonprofit, 4-year or above",998.0,1483.0,2481.0,3,6,0,1,"Stonehill College, 320 WASHINGTON ST, EASTON, MA, 023577180"
3284,Tufts University,Medford/Somerville Campus,419 Boston Avenue,Medford,MA,021555555,2,"Private nonprofit, 4-year or above",5126.0,6363.0,11489.0,6,14,1,2,"Tufts University, 419 Boston Avenue, Medford, MA, 021555555"
3285,Tufts University,Boston Campus,136 Harrison Avenue,Boston,MA,02111,2,"Private nonprofit, 4-year or above",5126.0,6363.0,11489.0,1,6,2,4,"Tufts University, 136 Harrison Avenue, Boston, MA, 02111"
3312,Baker College,BAKER COLLEGE OF OWOSSO,1020 S WASHINGTON ST,OWOSSO,MI,488674400,2,"Private nonprofit, 4-year or above",7019.0,14191.0,21210.0,2,1,0,0,"Baker College, 1020 S WASHINGTON ST, OWOSSO, MI, 488674400"
3313,Baker College,BAKER COLLEGE OF MUSKEGON,1903 MARQUETTE AVE,MUSKEGON,MI,49442,2,"Private nonprofit, 4-year or above",7019.0,14191.0,21210.0,0,0,1,1,"Baker College, 1903 MARQUETTE AVE, MUSKEGON, MI, 49442"
3317,Baker College,Culinary Institute of Michigan,2000 St Clair st,Port Huron,MI,48060,2,"Private nonprofit, 4-year or above",7019.0,14191.0,21210.0,0,0,0,1,"Baker College, 2000 St Clair st, Port Huron, MI, 48060"
3321,Baker College,BAKER COLLEGE OF JACKSON,2800 SPRINGPORT RD,Jackson,MI,492021290,2,"Private nonprofit, 4-year or above",7019.0,14191.0,21210.0,0,1,0,0,"Baker College, 2800 SPRINGPORT RD, Jackson, MI, 492021290"
3324,Baker College,Baker College Allen Park,4500 ENTERPRISE DR,ALLEN PARK,MI,48101,2,"Private nonprofit, 4-year or above",7019.0,14191.0,21210.0,0,1,0,0,"Baker College, 4500 ENTERPRISE DR, ALLEN PARK, MI, 48101"
3329,Calvin College,Calvin College,3201 BURTON SE,GRAND RAPIDS,MI,495464442,2,"Private nonprofit, 4-year or above",1769.0,2149.0,3918.0,1,0,0,0,"Calvin College, 3201 BURTON SE, GRAND RAPIDS, MI, 495464442"
3333,Central Michigan University,Main Campus,312  WARRINER HALL,MOUNT PLEASANT,MI,48859,1,"Public, 4-year or above",11060.0,14926.0,25986.0,10,6,0,0,"Central Michigan University, 312  WARRINER HALL, MOUNT PLEASANT, MI, 48859"
3334,Central Michigan University,Auburn Hills,"3201 University Drive, Suite 200",Auburn Hills,MI,483262392,1,"Public, 4-year or above",11060.0,14926.0,25986.0,0,0,1,0,"Central Michigan University, 3201 University Drive, Suite 200, Auburn Hills, MI, 483262392"
3370,Central Michigan University,Saginaw Medical School Campus,700 Cooper Street,Saginaw,MI,48602,1,"Public, 4-year or above",11060.0,14926.0,25986.0,0,0,0,1,"Central Michigan University, 700 Cooper Street, Saginaw, MI, 48602"
3400,Michigan State University-College of Law,Main Campus,"648 N. Shaw Lane, Rm. 368",EAST LANSING,MI,488241300,2,"Private nonprofit, 4-year or above",414.0,432.0,846.0,17,6,9,12,"Michigan State University-College of Law, 648 N. Shaw Lane, Rm. 368, EAST LANSING, MI, 488241300"
3414,Ferris State University,Main Campus,901 S State St,Big Rapids,MI,493072251,1,"Public, 4-year or above",6627.0,7560.0,14187.0,1,3,0,3,"Ferris State University, 901 S State St, Big Rapids, MI, 493072251"
3415,Ferris State University,Ferris at Delta College,1961 Delta Road,University Center,MI,48710,1,"Public, 4-year or above",6627.0,7560.0,14187.0,0,1,0,1,"Ferris State University, 1961 Delta Road, University Center, MI, 48710"
3438,Grand Valley State University,Allendale Campus,1 Campus Dr.,Allendale,MI,494014903,1,"Public, 4-year or above",10272.0,15188.0,25460.0,3,7,1,4,"Grand Valley State University, 1 Campus Dr., Allendale, MI, 494014903"
3439,Grand Valley State University,Robert C. Pew Campus (Grand Rapids),401 W. Fulton Street,Grand Rapids,MI,495046431,1,"Public, 4-year or above",10272.0,15188.0,25460.0,0,1,0,0,"Grand Valley State University, 401 W. Fulton Street, Grand Rapids, MI, 495046431"
3468,Lake Superior State University,Lake Superior State University,650 W Easterday Ave,Sault Sainte Marie,MI,49783,1,"Public, 4-year or above",1023.0,1076.0,2099.0,3,3,0,0,"Lake Superior State University, 650 W Easterday Ave, Sault Sainte Marie, MI, 49783"
3469,Lake Superior State University,LSSU Regional Center at Escanaba,2001 N. Lincoln Rd.,Escanaba,MI,498292511,1,"Public, 4-year or above",1023.0,1076.0,2099.0,1,0,0,0,"Lake Superior State University, 2001 N. Lincoln Rd., Escanaba, MI, 498292511"
3478,Lawrence Technological University,Lawrence Technological University,21000 W TEN MILE RD,SOUTHFIELD,MI,480751058,2,"Private nonprofit, 4-year or above",2392.0,917.0,3309.0,0,0,0,1,"Lawrence Technological University, 21000 W TEN MILE RD, SOUTHFIELD, MI, 480751058"
3482,Macomb Community College,South Campus (Main Campus),14500 E TWELVE MILE RD,WARREN,MI,480883896,4,"Public, 2-year",10307.0,11427.0,21734.0,0,1,0,0,"Macomb Community College, 14500 E TWELVE MILE RD, WARREN, MI, 480883896"
3483,Macomb Community College,Center Campus,44575 Garfield,Clinton Township,MI,480381139,4,"Public, 2-year",10307.0,11427.0,21734.0,0,1,0,0,"Macomb Community College, 44575 Garfield, Clinton Township, MI, 480381139"
3486,Madonna University,Main Campus,36600 SCHOOLCRAFT RD,LIVONIA,MI,481501176,2,"Private nonprofit, 4-year or above",955.0,2343.0,3298.0,1,0,0,0,"Madonna University, 36600 SCHOOLCRAFT RD, LIVONIA, MI, 481501176"
3495,Michigan Barber School Inc,"MICHIGAN BARBER SCHOOL, INC.",8990 GRAND RIVER AVENUE,DETROIT,MI,482042244,5,"Private nonprofit, 2-year",26.0,6.0,32.0,0,0,1,0,"Michigan Barber School Inc, 8990 GRAND RIVER AVENUE, DETROIT, MI, 482042244"
3507,Mid Michigan Community College,Harrison Campus,1375 S CLARE AVE,HARRISON,MI,486259447,4,"Public, 2-year",1767.0,2355.0,4122.0,0,1,0,0,"Mid Michigan Community College, 1375 S CLARE AVE, HARRISON, MI, 486259447"
3578,Wayne County Community College District,Northwest,8200 West Outer Drive,Detroit,MI,48219,4,"Public, 2-year",5936.0,10886.0,16822.0,0,0,0,1,"Wayne County Community College District, 8200 West Outer Drive, Detroit, MI, 48219"
3580,Wayne County Community College District,Down River,21000 Northline,Taylor,MI,48180,4,"Public, 2-year",5936.0,10886.0,16822.0,0,0,0,1,"Wayne County Community College District, 21000 Northline, Taylor, MI, 48180"
3631,Minnesota State Community and Technical College,Main Campus - M State Fergus Falls campus,1414 COLLEGE WAY,FERGUS FALLS,MN,565371000,4,"Public, 2-year",2543.0,3773.0,6316.0,0,1,0,0,"Minnesota State Community and Technical College, 1414 COLLEGE WAY, FERGUS FALLS, MN, 565371000"
3633,Minnesota State Community and Technical College,M State - Moorhead Campus,1900 28TH AVE S,MOORHEAD,MN,56560,4,"Public, 2-year",2543.0,3773.0,6316.0,0,0,0,1,"Minnesota State Community and Technical College, 1900 28TH AVE S, MOORHEAD, MN, 56560"
3642,Gustavus Adolphus College,Gustavus Adolphus College,800 West College Avenue,Saint Peter,MN,560821498,2,"Private nonprofit, 4-year or above",1045.0,1205.0,2250.0,6,6,0,2,"Gustavus Adolphus College, 800 West College Avenue, Saint Peter, MN, 560821498"
3665,University of Minnesota-Twin Cities,Main Campus,100 CHURCH STREET SE,MINNEAPOLIS,MN,554550213,1,"Public, 4-year or above",24601.0,26978.0,51579.0,10,8,4,5,"University of Minnesota-Twin Cities, 100 CHURCH STREET SE, MINNEAPOLIS, MN, 554550213"
3666,University of Minnesota-Twin Cities,Saint Paul,100 Church Street S.E.,Minneapolis,MN,55455,1,"Public, 4-year or above",24601.0,26978.0,51579.0,2,0,0,0,"University of Minnesota-Twin Cities, 100 Church Street S.E., Minneapolis, MN, 55455"
3669,Minneapolis College of Art and Design,Main Campus,2501 STEVENS AVE S,MINNEAPOLIS,MN,55404,2,"Private nonprofit, 4-year or above",234.0,569.0,803.0,0,0,0,1,"Minneapolis College of Art and Design, 2501 STEVENS AVE S, MINNEAPOLIS, MN, 55404"
3674,University of Minnesota-Morris,"U OF M, MORRIS",600 EAST 4TH STREET,MORRIS,MN,562672132,1,"Public, 4-year or above",779.0,992.0,1771.0,4,1,0,0,"University of Minnesota-Morris, 600 EAST 4TH STREET, MORRIS, MN, 562672132"
3680,North Central University,North Central University,910 ELLIOT AVE S,MINNEAPOLIS,MN,554041391,2,"Private nonprofit, 4-year or above",474.0,637.0,1111.0,0,1,0,0,"North Central University, 910 ELLIOT AVE S, MINNEAPOLIS, MN, 554041391"
3694,Saint Johns University,Main Campus,Box 2000,COLLEGEVILLE,MN,563212000,2,"Private nonprofit, 4-year or above",1806.0,43.0,1849.0,5,0,0,0,"Saint Johns University, Box 2000, COLLEGEVILLE, MN, 563212000"
3735,Alcorn State University,Main Campus,"1000 ASU Drive, #359",ALCORN STATE,MS,390967500,1,"Public, 4-year or above",1208.0,2212.0,3420.0,0,0,4,1,"Alcorn State University, 1000 ASU Drive, #359, ALCORN STATE, MS, 390967500"
3748,Coahoma Community College,Main Campus,3240 FRIARS POINT RD,CLARKSDALE,MS,38614,4,"Public, 2-year",820.0,1244.0,2064.0,0,0,0,1,"Coahoma Community College, 3240 FRIARS POINT RD, CLARKSDALE, MS, 38614"
3777,Millsaps College,Millsaps College,1701 North State Street,Jackson,MS,39210,2,"Private nonprofit, 4-year or above",448.0,418.0,866.0,2,0,0,0,"Millsaps College, 1701 North State Street, Jackson, MS, 39210"
3779,University of Mississippi,Main Campus,Kinard Hall Wing C,UNIVERSITY,MS,386771848,1,"Public, 4-year or above",10273.0,13337.0,23610.0,6,0,0,2,"University of Mississippi, Kinard Hall Wing C, UNIVERSITY, MS, 386771848"
3780,University of Mississippi,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,2500 N STATE ST,JACKSON,MS,392164505,1,"Public, 4-year or above",10273.0,13337.0,23610.0,2,0,1,0,"University of Mississippi, 2500 N STATE ST, JACKSON, MS, 392164505"
3812,Assemblies of God Theological Seminary,Assembles Of God Theological Seminary,1435 N GLENSTONE AVE,SPRINGFIELD,MO,658022131,2,"Private nonprofit, 4-year or above",223.0,99.0,322.0,1,1,0,1,"Assemblies of God Theological Seminary, 1435 N GLENSTONE AVE, SPRINGFIELD, MO, 658022131"
3874,Culver-Stockton College,Main Campus,1 COLLEGE HILL,CANTON,MO,634351299,2,"Private nonprofit, 4-year or above",530.0,565.0,1095.0,4,0,0,1,"Culver-Stockton College, 1 COLLEGE HILL, CANTON, MO, 634351299"
3875,Drury University,Drury University,900 N. Benton,Springfield,MO,65802,2,"Private nonprofit, 4-year or above",1483.0,2086.0,3569.0,6,1,0,0,"Drury University, 900 N. Benton, Springfield, MO, 65802"
3906,Harris-Stowe State University,Harris-Stowe State University,3026 LACLEDE AVE,SAINT LOUIS,MO,631032136,1,"Public, 4-year or above",488.0,976.0,1464.0,1,0,0,0,"Harris-Stowe State University, 3026 LACLEDE AVE, SAINT LOUIS, MO, 631032136"
3936,Lindenwood University,Lindenwood University,209 South Kingshighway,Saint Charles,MO,633011695,2,"Private nonprofit, 4-year or above",4394.0,6356.0,10750.0,2,0,1,0,"Lindenwood University, 209 South Kingshighway, Saint Charles, MO, 633011695"
3937,Lindenwood University,Lindenwood University - Belleville,2600 West Main Street,Belleville,IL,62226,2,"Private nonprofit, 4-year or above",4394.0,6356.0,10750.0,3,0,1,0,"Lindenwood University, 2600 West Main Street, Belleville, IL, 62226"
3938,Lindenwood University,North County,4500 Washington,Florissant,MO,63031,2,"Private nonprofit, 4-year or above",4394.0,6356.0,10750.0,0,2,0,0,"Lindenwood University, 4500 Washington, Florissant, MO, 63031"
3950,Metropolitan Community College-Kansas City,Metropolitan Community College-Longview Campus,500 SW Longview Rd.,Lee's Summit,MO,640812105,4,"Public, 2-year",6651.0,9139.0,15790.0,0,1,0,0,"Metropolitan Community College-Kansas City, 500 SW Longview Rd., Lee's Summit, MO, 640812105"
3952,Metropolitan Community College-Kansas City,Metropolitan Community College-Penn Valley,3200 Southwest Trafficway,KANSAS CITY,MO,641112764,4,"Public, 2-year",6651.0,9139.0,15790.0,0,0,0,4,"Metropolitan Community College-Kansas City, 3200 Southwest Trafficway, KANSAS CITY, MO, 641112764"
3968,Missouri Valley College,Main Campus,500 E COLLEGE ST,MARSHALL,MO,65340,2,"Private nonprofit, 4-year or above",1005.0,804.0,1809.0,1,0,0,3,"Missouri Valley College, 500 E COLLEGE ST, MARSHALL, MO, 65340"
3981,University of Missouri-Kansas City,Main Campus,5100 ROCKHILL RD,KANSAS CITY,MO,641102499,1,"Public, 4-year or above",7463.0,9473.0,16936.0,2,0,0,1,"University of Missouri-Kansas City, 5100 ROCKHILL RD, KANSAS CITY, MO, 641102499"
3982,University of Missouri-Kansas City,Health Sciences Complex,5100 Rockhill Road,Kansas City,MO,641102499,1,"Public, 4-year or above",7463.0,9473.0,16936.0,0,0,3,0,"University of Missouri-Kansas City, 5100 Rockhill Road, Kansas City, MO, 641102499"
4076,Saint Luke's College of Health Sciences,Main Campus,624 Westport Road,Kansas City,MO,64111,2,"Private nonprofit, 4-year or above",47.0,455.0,502.0,0,1,0,4,"Saint Luke's College of Health Sciences, 624 Westport Road, Kansas City, MO, 64111"
4079,Stephens College,Main Campus,1200 E BROADWAY,COLUMBIA,MO,65215,2,"Private nonprofit, 4-year or above",37.0,917.0,954.0,1,0,0,0,"Stephens College, 1200 E BROADWAY, COLUMBIA, MO, 65215"
4080,Stephens College,Summer Theater,2001 US-71,Okoboji,MO,65215,2,"Private nonprofit, 4-year or above",37.0,917.0,954.0,0,1,0,0,"Stephens College, 2001 US-71, Okoboji, MO, 65215"
4081,Southeast Missouri State University,Southeast Missouri State University,ONE UNIVERSITY PLZ,CAPE GIRARDEAU,MO,637019980,1,"Public, 4-year or above",5072.0,6906.0,11978.0,8,0,0,2,"Southeast Missouri State University, ONE UNIVERSITY PLZ, CAPE GIRARDEAU, MO, 637019980"
4106,Washington University in St Louis,Danforth Campus,ONE BROOKINGS DR,SAINT LOUIS,MO,63130,2,"Private nonprofit, 4-year or above",7300.0,7747.0,15047.0,36,2,8,3,"Washington University in St Louis, ONE BROOKINGS DR, SAINT LOUIS, MO, 63130"
4107,Washington University in St Louis,Medical School Campus,660 S. EUCLID,SAINT LOUIS,MO,63110,2,"Private nonprofit, 4-year or above",7300.0,7747.0,15047.0,0,2,1,11,"Washington University in St Louis, 660 S. EUCLID, SAINT LOUIS, MO, 63110"
4195,Helena College University of Montana,Helena College,1115 N ROBERTS ST,HELENA,MT,59601,4,"Public, 2-year",610.0,786.0,1396.0,0,0,1,0,"Helena College University of Montana, 1115 N ROBERTS ST, HELENA, MT, 59601"
4215,Central Community College,Central Community College - Hastings,"550 South Technical Blvd, PO Box 1024",Hastings,NE,689021024,4,"Public, 2-year",2656.0,3660.0,6316.0,1,0,0,0,"Central Community College, 550 South Technical Blvd, PO Box 1024, Hastings, NE, 689021024"
4216,Chadron State College,Chadron State College,1000 MAIN STREET,CHADRON,NE,69337,1,"Public, 4-year or above",1222.0,1755.0,2977.0,1,0,0,0,"Chadron State College, 1000 MAIN STREET, CHADRON, NE, 69337"
4220,Creighton University,Main Campus,2500 CALIFORNIA PLAZA,OMAHA,NE,68178,2,"Private nonprofit, 4-year or above",3476.0,4917.0,8393.0,9,5,0,0,"Creighton University, 2500 CALIFORNIA PLAZA, OMAHA, NE, 68178"
4279,College of Southern Nevada,Main Campus,6375 West Charleston Blvd.,Las Vegas,NV,89146,1,"Public, 4-year or above",14211.0,19345.0,33556.0,0,0,1,2,"College of Southern Nevada, 6375 West Charleston Blvd., Las Vegas, NV, 89146"
4280,College of Southern Nevada,North Las Vegas Campus,3200 E. Cheyenne Avenue,North Las Vegas,NV,890304228,1,"Public, 4-year or above",14211.0,19345.0,33556.0,0,1,0,0,"College of Southern Nevada, 3200 E. Cheyenne Avenue, North Las Vegas, NV, 890304228"
4281,College of Southern Nevada,Henderson Campus,700 College Drive,Henderson,NV,89015,1,"Public, 4-year or above",14211.0,19345.0,33556.0,0,0,0,1,"College of Southern Nevada, 700 College Drive, Henderson, NV, 89015"
4286,University of Nevada-Reno,Main Campus,1664 N. Virginia Street,Reno,NV,895570250,1,"Public, 4-year or above",10016.0,11337.0,21353.0,2,1,1,0,"University of Nevada-Reno, 1664 N. Virginia Street, Reno, NV, 895570250"
4288,University of Nevada-Reno,University of Nevada-Reno - School of Medicine,2040 W. Charleston Blvd.,Las Vegas,NV,89102,1,"Public, 4-year or above",10016.0,11337.0,21353.0,0,0,1,0,"University of Nevada-Reno, 2040 W. Charleston Blvd., Las Vegas, NV, 89102"
4294,Sierra Nevada College,Main Campus,999 Tahoe Blvd.,Incline Village,NV,89451,2,"Private nonprofit, 4-year or above",427.0,630.0,1057.0,1,1,0,1,"Sierra Nevada College, 999 Tahoe Blvd., Incline Village, NV, 89451"
4303,Colby-Sawyer College,Main Campus,541 MAIN ST,NEW LONDON,NH,032574648,2,"Private nonprofit, 4-year or above",334.0,777.0,1111.0,4,3,0,0,"Colby-Sawyer College, 541 MAIN ST, NEW LONDON, NH, 032574648"
4315,Northeast Catholic College,Main campus,511 Kearsarge Mtn Rd,Warner,NH,032789206,2,"Private nonprofit, 4-year or above",38.0,52.0,90.0,0,1,2,0,"Northeast Catholic College, 511 Kearsarge Mtn Rd, Warner, NH, 032789206"
4377,Centenary College,Hackettstown,400 JEFFERSON ST,HACKETTSTOWN,NJ,07840,2,"Private nonprofit, 4-year or above",777.0,1426.0,2203.0,7,2,0,0,"Centenary College, 400 JEFFERSON ST, HACKETTSTOWN, NJ, 07840"
4403,Rowan University,Main Campus,201 MULLICA HILL RD,GLASSBORO,NJ,08028,1,"Public, 4-year or above",8917.0,8455.0,17372.0,11,5,1,4,"Rowan University, 201 MULLICA HILL RD, GLASSBORO, NJ, 08028"
4407,Rowan University,West Campus (South Jersey Technology Park),Mullica Hill Road,Mantua,NJ,08051,1,"Public, 4-year or above",8917.0,8455.0,17372.0,1,0,0,0,"Rowan University, Mullica Hill Road, Mantua, NJ, 08051"
4462,Rutgers University-Newark,Rutgers University - Newark,123 Washington Street,NEWARK,NJ,07102,1,"Public, 4-year or above",6042.0,6279.0,12321.0,1,0,0,1,"Rutgers University-Newark, 123 Washington Street, NEWARK, NJ, 07102"
4463,Rutgers University-Newark,Rutgers Biomedical and Health Sciences at Newark,65 Bergen Street,Newark,NJ,07103,1,"Public, 4-year or above",6042.0,6279.0,12321.0,1,0,0,3,"Rutgers University-Newark, 65 Bergen Street, Newark, NJ, 07103"
4476,College of Saint Elizabeth,College of Saint Elizabeth,2 Convent Road,Morristown,NJ,079606989,2,"Private nonprofit, 4-year or above",199.0,1001.0,1200.0,1,0,0,0,"College of Saint Elizabeth, 2 Convent Road, Morristown, NJ, 079606989"
4479,Stockton University,Main Campus,101 Vera King Farris Drive,Galloway,NJ,082059441,1,"Public, 4-year or above",3441.0,5287.0,8728.0,4,1,0,0,"Stockton University, 101 Vera King Farris Drive, Galloway, NJ, 082059441"
4497,Olympian Academy of Cosmetology,"ITS Academy, Inc. #1",3111 Midwestern Pkwy #110,Wichita Falls,TX,763082823,9,"Private for-profit, less-than 2-year",89.0,827.0,916.0,0,0,1,0,"Olympian Academy of Cosmetology, 3111 Midwestern Pkwy #110, Wichita Falls, TX, 763082823"
4498,Olympian Academy of Cosmetology,"ITS Academy, Inc. #7",1101 Melbourne St  NE Mall Ste B-5A,Hurst,TX,76053,9,"Private for-profit, less-than 2-year",89.0,827.0,916.0,0,0,0,1,"Olympian Academy of Cosmetology, 1101 Melbourne St  NE Mall Ste B-5A, Hurst, TX, 76053"
4508,Central New Mexico Community College,Main Campus,525 BUENA VISTA SE,ALBUQUERQUE,NM,87106,4,"Public, 2-year",10598.0,14183.0,24781.0,0,1,0,3,"Central New Mexico Community College, 525 BUENA VISTA SE, ALBUQUERQUE, NM, 87106"
4509,Central New Mexico Community College,Joseph M. Montoya Campus,4700 Morris NE,Albuquerque,NM,87111,4,"Public, 2-year",10598.0,14183.0,24781.0,0,1,0,0,"Central New Mexico Community College, 4700 Morris NE, Albuquerque, NM, 87111"
4528,New Mexico Highlands University,Main Campus,UNIVERSITY AVE,LAS VEGAS,NM,87701,1,"Public, 4-year or above",1157.0,2165.0,3322.0,1,0,0,3,"New Mexico Highlands University, UNIVERSITY AVE, LAS VEGAS, NM, 87701"
4529,New Mexico Junior College,Main Campus,5317 LOVINGTON HWY,HOBBS,NM,88240,4,"Public, 2-year",868.0,1540.0,2408.0,1,0,1,0,"New Mexico Junior College, 5317 LOVINGTON HWY, HOBBS, NM, 88240"
4530,New Mexico Military Institute,New Mexico Military Institute,101 W COLLEGE BLVD.,ROSWELL,NM,882015173,4,"Public, 2-year",346.0,76.0,422.0,2,1,0,0,"New Mexico Military Institute, 101 W COLLEGE BLVD., ROSWELL, NM, 882015173"
4549,Santa Fe University of Art and Design,Santa fe University University Of Art And Design,1600 Saint Michale'sDrive,Santa Fe,NM,875057634,3,"Private for-profit, 4-year or above",354.0,449.0,803.0,0,0,0,1,"Santa Fe University of Art and Design, 1600 Saint Michale'sDrive, Santa Fe, NM, 875057634"
4617,Clarkson University,Main Campus,8 Clarkson Ave.,POTSDAM,NY,136995557,2,"Private nonprofit, 4-year or above",2974.0,1410.0,4384.0,6,0,0,0,"Clarkson University, 8 Clarkson Ave., POTSDAM, NY, 136995557"
4633,Cooper Union for the Advancement of Science and Art,Main Campus,7 East 7th Street,NEW YORK,NY,100037120,2,"Private nonprofit, 4-year or above",645.0,319.0,964.0,1,0,1,0,"Cooper Union for the Advancement of Science and Art, 7 East 7th Street, NEW YORK, NY, 100037120"
4638,Weill Cornell Medical College,Qatar Campus,"PO Box 24144, Education City, Al Luqta Street",Doha,,00,2,"Private nonprofit, 4-year or above",515.0,555.0,1070.0,0,2,0,1,
4644,Culinary Institute of America,The Culinary Institute of America - Main Campus,1946 Campus Drive,Hyde Park,NY,12538,2,"Private nonprofit, 4-year or above",1353.0,1440.0,2793.0,6,9,0,0,"Culinary Institute of America, 1946 Campus Drive, Hyde Park, NY, 12538"
