,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE16,FONDL16,ROBBE16,AGG_A16,geo_address,lat_lng,lat,long
552,Coastline Community College,Newport Beach Center,1515 Monrovia Avenue,Newport Beach,CA,92663,4,"Public, 2-year",6280.0,4426.0,10706.0,0,1,0,0,"1515 Monrovia Avenue, Newport Beach, CA, 92663","[33.629563, -117.936842]",33.629563,-117.936842
553,Cogswell College,Main Campus,191 Baypointe Parkway,San Jose,CA,95134,3,"Private for-profit, 4-year or above",459.0,191.0,650.0,0,2,0,0,"191 Baypointe Parkway, San Jose, CA, 95134","[37.4140654, -121.9407982]",37.4140654,-121.9407982
558,Columbia College,Main Campus,11600 COLUMBIA COLLEGE DR,SONORA,CA,95370,4,"Public, 2-year",1064.0,1356.0,2420.0,0,1,0,0,"11600 COLUMBIA COLLEGE DR, SONORA, CA, 95370","[38.0318497, -120.3885394]",38.0318497,-120.3885394
560,El Camino College-Compton Center,El Camino College Compton Center,1111 East Artesia Blvd.,Compton,CA,902215393,4,"Public, 2-year",2694.0,4798.0,7492.0,0,2,4,3,"1111 East Artesia Blvd., Compton, CA, 902215393","[33.8791963, -118.2093839]",33.8791963,-118.2093839
561,Contra Costa College,Main Campus,2600 MISSION BELL DR,SAN PABLO,CA,94806,4,"Public, 2-year",2558.0,3782.0,6340.0,0,0,3,1,"2600 MISSION BELL DR, SAN PABLO, CA, 94806","[37.968654, -122.340449]",37.968654,-122.340449
562,Cosumnes River College,Cosumnes River College,8401 CENTER PKY,SACRAMENTO,CA,958235799,4,"Public, 2-year",6278.0,7732.0,14010.0,0,7,0,0,"8401 CENTER PKY, SACRAMENTO, CA, 958235799","[38.453261, -121.4244575]",38.453261,-121.4244575
569,Cypress College,Cypress College,9200 VALLEY VIEW,CYPRESS,CA,906305897,4,"Public, 2-year",7137.0,8804.0,15941.0,0,0,0,2,"9200 VALLEY VIEW, CYPRESS, CA, 906305897","[33.8280924, -118.0252758]",33.8280924,-118.0252758
571,De Anza College,Main Campus,21250 STEVENS CREEK BLVD,CUPERTINO,CA,95014,4,"Public, 2-year",11021.0,10695.0,21716.0,0,0,1,0,"21250 STEVENS CREEK BLVD, CUPERTINO, CA, 95014","[37.3195396, -122.0450548]",37.3195396,-122.0450548
574,College of the Desert,College of the Desert  - Main Campus,43-500 MONTEREY AVE,PALM DESERT,CA,92260,4,"Public, 2-year",4832.0,5960.0,10792.0,0,0,0,1,"43-500 MONTEREY AVE, PALM DESERT, CA, 92260","[33.732431, -116.386833]",33.732431,-116.386833
579,Diablo Valley College,Main Campus,321 GOLF CLUB RD,PLEASANT HILL,CA,94523,4,"Public, 2-year",9529.0,9890.0,19419.0,0,0,1,0,"321 GOLF CLUB RD, PLEASANT HILL, CA, 94523","[37.9685658, -122.0712718]",37.9685658,-122.0712718
580,Dominican University of California,Dominican University of California,50 ACACIA AVE,SAN RAFAEL,CA,949012298,2,"Private nonprofit, 4-year or above",495.0,1340.0,1835.0,2,1,0,2,"50 ACACIA AVE, SAN RAFAEL, CA, 949012298","[37.9798523, -122.5134504]",37.9798523,-122.5134504
583,East Los Angeles College,East Los Angeles College,1301 Avenida Cesar Chavez,Monterey Park,CA,917546099,4,"Public, 2-year",18163.0,18807.0,36970.0,0,2,1,1,"1301 Avenida Cesar Chavez, Monterey Park, CA, 917546099","[34.0387923, -118.1469657]",34.0387923,-118.1469657
584,El Camino Community College District,Main Campus,16007 Crenshaw Boulevard,Torrance,CA,905060001,4,"Public, 2-year",11623.0,12410.0,24033.0,0,5,3,0,"16007 Crenshaw Boulevard, Torrance, CA, 905060001","[33.8851555, -118.3282048]",33.8851555,-118.3282048
588,Evergreen Valley College,Evergreen Valley Community College,3095 YERBA BUENA RD,SAN JOSE,CA,951351598,4,"Public, 2-year",4131.0,4961.0,9092.0,0,0,0,2,"3095 YERBA BUENA RD, SAN JOSE, CA, 951351598","[37.300238, -121.76113]",37.300238,-121.76113
592,Feather River Community College District,Main Campus,570 GOLDEN EAGLE AVE,QUINCY,CA,95971,4,"Public, 2-year",998.0,975.0,1973.0,0,0,0,2,"570 GOLDEN EAGLE AVE, QUINCY, CA, 95971","[39.9521349, -120.9649378]",39.9521349,-120.9649378
602,Fresno City College,Main Campus,1101 E. UNIVERSITY AVE,FRESNO,CA,93741,4,"Public, 2-year",10833.0,12092.0,22925.0,1,6,6,2,"1101 E. UNIVERSITY AVE, FRESNO, CA, 93741","[36.7675959, -119.7969299]",36.7675959,-119.7969299
604,Fresno Pacific University,Fresno Pacific University,1717 S Chestnut Ave,Fresno,CA,93702,2,"Private nonprofit, 4-year or above",1001.0,2563.0,3564.0,1,0,0,0,"1717 S Chestnut Ave, Fresno, CA, 93702","[36.725459, -119.73422]",36.725459,-119.73422
609,Fuller Theological Seminary in California,Fuller Pasadena,135 N OAKLAND AVE,PASADENA,CA,91182,2,"Private nonprofit, 4-year or above",1440.0,995.0,2435.0,1,1,0,0,"135 N OAKLAND AVE, PASADENA, CA, 91182","[34.1477704, -118.1404172]",34.1477704,-118.1404172
617,Fullerton College,FULLERTON COLLEGE,321 E CHAPMAN AVE,FULLERTON,CA,92832,4,"Public, 2-year",11745.0,12328.0,24073.0,0,1,0,0,"321 E CHAPMAN AVE, FULLERTON, CA, 92832","[33.8766584, -117.9167533]",33.8766584,-117.9167533
618,Gavilan College,Main Campus,5055 SANTA TERESA BLVD,GILROY,CA,95020,4,"Public, 2-year",2787.0,3060.0,5847.0,1,0,0,0,"5055 SANTA TERESA BLVD, GILROY, CA, 95020","[36.9732557, -121.5685598]",36.9732557,-121.5685598
631,Grossmont College,GROSSMONT COLLEGE,8800 GROSSMONT COLLEGE DR,EL CAJON,CA,92020,4,"Public, 2-year",7859.0,10639.0,18498.0,0,4,0,0,"8800 GROSSMONT COLLEGE DR, EL CAJON, CA, 92020","[32.8164953, -117.0063045]",32.8164953,-117.0063045
633,Hartnell College,Main Campus,411 Central Avenue,SALINAS,CA,93901,4,"Public, 2-year",6608.0,5720.0,12328.0,0,0,0,1,"411 Central Avenue, SALINAS, CA, 93901","[36.6739532, -121.6656507]",36.6739532,-121.6656507
635,Hartnell College,Hartnell College Allisal Campus,1752 E. Alisal St.,Salinas,CA,93905,4,"Public, 2-year",6608.0,5720.0,12328.0,0,0,0,1,"1752 E. Alisal St., Salinas, CA, 93905","[36.6716195, -121.6045881]",36.6716195,-121.6045881
658,Reedley College,Madera Community College Center,30277 Avenue 12,Madera,CA,93638,4,"Public, 2-year",3995.0,6057.0,10052.0,1,0,0,0,"30277 Avenue 12, Madera, CA, 93638","[36.9242634, -119.9964762]",36.9242634,-119.9964762
660,Life Pacific College,Life Pacific College,1100 W. Covina Blvd,San Dimas,CA,91773,2,"Private nonprofit, 4-year or above",283.0,344.0,627.0,1,0,0,0,"1100 W. Covina Blvd, San Dimas, CA, 91773","[34.0987652, -117.829457]",34.0987652,-117.829457
662,University of La Verne,MAIN CAMPUS,1950 THIRD ST,LA VERNE,CA,917504401,2,"Private nonprofit, 4-year or above",3244.0,5125.0,8369.0,5,0,2,0,"1950 THIRD ST, LA VERNE, CA, 917504401","[34.1008542, -117.7732346]",34.1008542,-117.7732346
671,Laguna College of Art and Design,Main Campus,2222 LAGUNA CANYON RD,LAGUNA BEACH,CA,92651,2,"Private nonprofit, 4-year or above",229.0,389.0,618.0,1,0,0,0,"2222 LAGUNA CANYON RD, LAGUNA BEACH, CA, 92651","[33.56135, -117.7726345]",33.56135,-117.7726345
672,Lake Tahoe Community College,Main Campus,One College Drive,South Lake Tahoe,CA,96150,4,"Public, 2-year",993.0,1059.0,2052.0,0,0,0,1,"One College Drive, South Lake Tahoe, CA, 96150","[38.9267375, -119.9726187]",38.9267375,-119.9726187
674,Laney College,Main Campus,900 FALLON ST,OAKLAND,CA,94607,4,"Public, 2-year",4963.0,5965.0,10928.0,0,0,2,8,"900 FALLON ST, OAKLAND, CA, 94607","[37.7968647, -122.2631464]",37.7968647,-122.2631464
675,Lassen Community College,Main campus,478-200 HWY 139,SUSANVILLE,CA,96130,4,"Public, 2-year",1739.0,488.0,2227.0,1,0,0,0,"478-200 HWY 139, SUSANVILLE, CA, 96130","[40.429826, -120.63056]",40.429826,-120.63056
683,Long Beach City College,Liberal Arts Campus,4901 East Carson Street,Long Beach,CA,90808,4,"Public, 2-year",11199.0,13505.0,24704.0,0,0,1,0,"4901 East Carson Street, Long Beach, CA, 90808","[33.8326609, -118.1354815]",33.8326609,-118.1354815
684,Long Beach City College,Pacific Coast Campus,1305 East Pacific Coast Highway,Long Beach,CA,90806,4,"Public, 2-year",11199.0,13505.0,24704.0,0,0,1,0,"1305 East Pacific Coast Highway, Long Beach, CA, 90806","[33.7905132, -118.1737958]",33.7905132,-118.1737958
686,Los Angeles Harbor College,Los Angeles Harbor College,1111 Figueroa Place,Wilmington,CA,907442397,4,"Public, 2-year",3919.0,5481.0,9400.0,2,1,0,2,"1111 Figueroa Place, Wilmington, CA, 907442397","[33.784208, -118.2837149]",33.784208,-118.2837149
687,Los Angeles Pierce College,Los Angeles Pierce College,6201 Winnetka Avenue,Woodland Hills,CA,913710002,4,"Public, 2-year",9340.0,11278.0,20618.0,0,0,1,3,"6201 Winnetka Avenue, Woodland Hills, CA, 913710002","[34.1836461, -118.5801782]",34.1836461,-118.5801782
688,Los Angeles Southwest College,Los Angeles Southwest College,1600 W. Imperial Hwy.,Los Angeles,CA,900474810,4,"Public, 2-year",2026.0,4629.0,6655.0,0,0,0,2,"1600 W. Imperial Hwy., Los Angeles, CA, 900474810","[33.9307202, -118.3062636]",33.9307202,-118.3062636
689,Los Angeles Trade Technical College,Los Angeles Trade Technical College,400 W. Washington Blvd.,Los Angeles,CA,900154181,4,"Public, 2-year",7709.0,6897.0,14606.0,0,3,0,2,"400 W. Washington Blvd., Los Angeles, CA, 900154181","[34.0325515, -118.2697468]",34.0325515,-118.2697468
690,Los Angeles Valley College,Los Angeles Valley College,5800 Fulton Avenue,Valley Glen,CA,914014096,4,"Public, 2-year",7987.0,10656.0,18643.0,0,1,1,2,"5800 Fulton Avenue, Valley Glen, CA, 914014096","[34.1757062, -118.4201438]",34.1757062,-118.4201438
694,Los Angeles City College,Los Angeles City College,855 North Vermont Ave.,Los Angeles,CA,900293516,4,"Public, 2-year",7754.0,9907.0,17661.0,0,0,2,1,"855 North Vermont Ave., Los Angeles, CA, 900293516","[34.0892322, -118.292904]",34.0892322,-118.292904
696,Los Angeles Mission College,Los Angeles Mission College,13356 Eldridge Avenue,Sylmar,CA,913423245,4,"Public, 2-year",4126.0,6310.0,10436.0,0,1,0,0,"13356 Eldridge Avenue, Sylmar, CA, 913423245","[34.3151143, -118.4200526]",34.3151143,-118.4200526
697,Los Medanos College,Main Campus,2700 East LELAND Road,PITTSBURG,CA,94565,4,"Public, 2-year",3969.0,4759.0,8728.0,0,0,1,1,"2700 East LELAND Road, PITTSBURG, CA, 94565","[38.005398, -121.8603083]",38.005398,-121.8603083
698,Argosy University-The Art Institute of California-San Francisco,The Art Institute of California - San Francisco,1170 MARKET ST,SAN FRANCISCO,CA,941024908,3,"Private for-profit, 4-year or above",370.0,260.0,630.0,0,0,5,0,"1170 MARKET ST, SAN FRANCISCO, CA, 941024908","[37.7794949, -122.414318]",37.7794949,-122.414318
699,Loyola Marymount University,Westchester Campus,One LMU Drive,LOS ANGELES,CA,900452659,2,"Private nonprofit, 4-year or above",3878.0,5452.0,9330.0,6,7,0,1,"One LMU Drive, LOS ANGELES, CA, 900452659","[33.9708101, -118.4193224]",33.9708101,-118.4193224
710,College of Marin,Kentfield,835 COLLEGE AVE,KENTFIELD,CA,949042590,4,"Public, 2-year",2337.0,3284.0,5621.0,0,0,0,1,"835 COLLEGE AVE, KENTFIELD, CA, 949042590","[37.955595, -122.5496]",37.955595,-122.5496
713,Mendocino College,Main Campus,1000 HENSLEY CREEK ROAD,UKIAH,CA,95482,4,"Public, 2-year",1642.0,2596.0,4238.0,0,2,0,1,"1000 HENSLEY CREEK ROAD, UKIAH, CA, 95482","[39.1889814, -123.2288632]",39.1889814,-123.2288632
718,Merced College,Merced Community College District,3600 M ST,MERCED,CA,953482898,4,"Public, 2-year",4531.0,6219.0,10750.0,1,0,0,0,"3600 M ST, MERCED, CA, 953482898","[37.3336824, -120.4730031]",37.3336824,-120.4730031
719,Merritt College,Merrit Community College,12500 CAMPUS DR,OAKLAND,CA,946193196,4,"Public, 2-year",2359.0,4424.0,6783.0,0,0,0,3,"12500 CAMPUS DR, OAKLAND, CA, 946193196","[37.79336079999999, -122.1668027]",37.7933608,-122.1668027
720,Mills College,Main Campus,5000 MACARTHUR BLVD,OAKLAND,CA,94613,2,"Private nonprofit, 4-year or above",108.0,1237.0,1345.0,1,0,0,0,"5000 MACARTHUR BLVD, OAKLAND, CA, 94613","[37.7773714, -122.1842278]",37.7773714,-122.1842278
721,MiraCosta College,MiraCosta Community College District Oceanside Campus,ONE BARNARD DR,OCEANSIDE,CA,920563899,4,"Public, 2-year",6242.0,8559.0,14801.0,0,3,0,0,"ONE BARNARD DR, OCEANSIDE, CA, 920563899","[33.19129, -117.3022145]",33.19129,-117.3022145
731,Moler Barber College,Moler Barber College - San Pablo,"14330 San Pablo Ave , Suite C",San Pablo,CA,94806,9,"Private for-profit, less-than 2-year",131.0,38.0,169.0,0,0,1,0,"14330 San Pablo Ave , Suite C, San Pablo, CA, 94806","[37.9653924, -122.3442741]",37.9653924,-122.3442741
733,Monterey Peninsula College,Monterey Campus,980 FREMONT ST,MONTEREY,CA,939404799,4,"Public, 2-year",3541.0,4274.0,7815.0,0,1,1,7,"980 FREMONT ST, MONTEREY, CA, 939404799","[36.5893339, -121.8869455]",36.5893339,-121.8869455
737,Mt San Antonio College,Main Campus,1100 N GRAND AVE,WALNUT,CA,917891399,4,"Public, 2-year",14106.0,15340.0,29446.0,0,1,0,0,"1100 N GRAND AVE, WALNUT, CA, 917891399","[34.0469206, -117.8428193]",34.0469206,-117.8428193
739,Mount Saint Mary's University,Doheny,10 Chester Place,Los Angeles,CA,900072598,2,"Private nonprofit, 4-year or above",353.0,3143.0,3496.0,0,0,0,1,"10 Chester Place, Los Angeles, CA, 900072598","[34.0299121, -118.2785624]",34.0299121,-118.2785624
740,Mt San Jacinto Community College District,San Jacinto Campus,1499 N STATE ST,SAN JACINTO,CA,925832399,4,"Public, 2-year",6417.0,9080.0,15497.0,0,1,0,2,"1499 N STATE ST, SAN JACINTO, CA, 925832399","[33.8066222, -116.96941]",33.8066222,-116.96941
741,Mt San Jacinto Community College District,Menifee Valley Campus,28237 La Piedra Road,Menifee,CA,92584,4,"Public, 2-year",6417.0,9080.0,15497.0,0,0,0,1,"28237 La Piedra Road, Menifee, CA, 92584","[33.6738482, -117.1684313]",33.6738482,-117.1684313
751,National Holistic Institute,Studio City Branch Campus,10969 Ventura Blvd,Studio City,CA,91604,9,"Private for-profit, less-than 2-year",314.0,605.0,919.0,0,1,0,0,"10969 Ventura Blvd, Studio City, CA, 91604","[34.1404412, -118.3695752]",34.1404412,-118.3695752
753,National Holistic Institute,Sacramento Branch Campus,"1610 Arden Way, Suite 110",Sacramento,CA,95815,9,"Private for-profit, less-than 2-year",314.0,605.0,919.0,0,0,1,0,"1610 Arden Way, Suite 110, Sacramento, CA, 95815","[38.5985247, -121.4290114]",38.5985247,-121.4290114
754,National Holistic Institute,Santa Ana Branch Campus,201 E. Sandpointe Ave. Suite 100,Santa Ana,CA,91707,9,"Private for-profit, less-than 2-year",314.0,605.0,919.0,0,0,0,1,"201 E. Sandpointe Ave. Suite 100, Santa Ana, CA, 91707","[33.69800830000001, -117.8664389]",33.6980083,-117.8664389
794,Ohlone College,Ohlone Community College District,43600 Mission Blvd.,Fremont,CA,945390390,4,"Public, 2-year",4742.0,5072.0,9814.0,0,0,1,0,"43600 Mission Blvd., Fremont, CA, 945390390","[37.5293341, -121.9145627]",37.5293341,-121.9145627
811,University of the Pacific,Main Campus,3601 PACIFIC AVE,STOCKTON,CA,95211,2,"Private nonprofit, 4-year or above",2704.0,3424.0,6128.0,2,0,0,0,"3601 PACIFIC AVE, STOCKTON, CA, 95211","[37.979749, -121.3092132]",37.979749,-121.3092132
816,Palomar College,Main Campus,1140 West Mission Road,San Marcos,CA,920691487,4,"Public, 2-year",13087.0,10836.0,23923.0,0,2,0,0,"1140 West Mission Road, San Marcos, CA, 920691487","[33.1502174, -117.1840994]",33.1502174,-117.1840994
818,Pasadena City College,Pasadena City College - Main Campus,1570 E COLORADO BLVD,PASADENA,CA,911062003,4,"Public, 2-year",12953.0,14212.0,27165.0,0,1,1,1,"1570 E COLORADO BLVD, PASADENA, CA, 911062003","[34.1431011, -118.1203829]",34.1431011,-118.1203829
833,Pitzer College,Pitzer College,1050 N MILLS AVE,CLAREMONT,CA,917116110,2,"Private nonprofit, 4-year or above",478.0,584.0,1062.0,6,4,0,3,"1050 N MILLS AVE, CLAREMONT, CA, 917116110","[34.1036159, -117.7038664]",34.1036159,-117.7038664
840,Point Loma Nazarene University,Point Loma Nazarene University at San Diego City College,1313 Park Blvd,San Diego,CA,92101,2,"Private nonprofit, 4-year or above",1372.0,2726.0,4098.0,1,0,0,0,"1313 Park Blvd, San Diego, CA, 92101","[32.72204190000001, -117.1534513]",32.7220419,-117.1534513
845,Pomona College,Main Campus,550 N COLLEGE AVE ALEXANDER HALL,CLAREMONT,CA,917116319,2,"Private nonprofit, 4-year or above",781.0,782.0,1563.0,6,7,3,0,"550 N COLLEGE AVE ALEXANDER HALL, CLAREMONT, CA, 917116319","[34.099078, -117.7145536]",34.099078,-117.7145536
846,Porterville College,Main Campus,100 E COLLEGE AVE,PORTERVILLE,CA,93257,4,"Public, 2-year",1662.0,2597.0,4259.0,0,0,0,2,"100 E COLLEGE AVE, PORTERVILLE, CA, 93257","[36.0489004, -119.0161748]",36.0489004,-119.0161748
848,Santa Ana College,Santa Ana College,1530 W. 17TH STREET,SANTA ANA,CA,927063398,4,"Public, 2-year",16988.0,11272.0,28260.0,0,2,2,3,"1530 W. 17TH STREET, SANTA ANA, CA, 927063398","[33.757818, -117.888204]",33.757818,-117.888204
853,University of Redlands,Main Campus,"1200 E. COLTON AVE, PO BOX 3080",REDLANDS,CA,923730999,2,"Private nonprofit, 4-year or above",2250.0,2821.0,5071.0,5,0,0,0,"1200 E. COLTON AVE, PO BOX 3080, REDLANDS, CA, 923730999","[34.0624622, -117.163147]",34.0624622,-117.163147
862,College of the Redwoods,College of The Redwoods,7351 Tompkins Hill Rd.,Eureka,CA,955019302,4,"Public, 2-year",2179.0,2625.0,4804.0,1,0,0,0,"7351 Tompkins Hill Rd., Eureka, CA, 955019302","[40.698432, -124.1953753]",40.698432,-124.1953753
867,Rio Hondo College,Main Campus,3600 WORKMAN MILL RD,WHITTIER,CA,906011699,4,"Public, 2-year",10975.0,8245.0,19220.0,0,1,0,0,"3600 WORKMAN MILL RD, WHITTIER, CA, 906011699","[34.0184687, -118.0376171]",34.0184687,-118.0376171
871,Riverside City College,Riverside City College,4800 Magnolia Avenue,Riverside,CA,925061299,4,"Public, 2-year",8543.0,11101.0,19644.0,0,1,0,0,"4800 Magnolia Avenue, Riverside, CA, 925061299","[33.9711382, -117.3809292]",33.9711382,-117.3809292
875,Sacramento City College,Main Campus,3835 FREEPORT BLVD,SACRAMENTO,CA,958221386,4,"Public, 2-year",9291.0,12751.0,22042.0,0,0,0,1,"3835 FREEPORT BLVD, SACRAMENTO, CA, 958221386","[38.5415791, -121.4903529]",38.5415791,-121.4903529
877,Sacramento City College,West Sacramento Center,1115 West Capitol Ave,West Sacramento,CA,95691,4,"Public, 2-year",9291.0,12751.0,22042.0,0,1,0,0,"1115 West Capitol Ave, West Sacramento, CA, 95691","[38.5811004, -121.5231948]",38.5811004,-121.5231948
878,Saddleback College,Main Campus,28000 MARGUERITE PARKWAY,MISSION VIEJO,CA,92692,4,"Public, 2-year",8890.0,10756.0,19646.0,0,0,1,1,"28000 MARGUERITE PARKWAY, MISSION VIEJO, CA, 92692","[33.55533, -117.6626895]",33.55533,-117.6626895
882,San Diego City College,Main Campus,1313 PARK BLVD,SAN DIEGO,CA,921014787,4,"Public, 2-year",7854.0,8872.0,16726.0,2,1,0,2,"1313 PARK BLVD, SAN DIEGO, CA, 921014787","[32.72204190000001, -117.1534513]",32.7220419,-117.1534513
884,San Diego Mesa College,Main Campus,7250 MESA COLLEGE DR,SAN DIEGO,CA,921114998,4,"Public, 2-year",11209.0,12351.0,23560.0,1,1,1,5,"7250 MESA COLLEGE DR, SAN DIEGO, CA, 921114998","[32.8038752, -117.1635147]",32.8038752,-117.1635147
885,San Diego Miramar College,Main Campus,10440 BLACK MOUNTAIN RD,SAN DIEGO,CA,921262999,4,"Public, 2-year",8226.0,6496.0,14722.0,0,0,0,1,"10440 BLACK MOUNTAIN RD, SAN DIEGO, CA, 921262999","[32.9084916, -117.1187081]",32.9084916,-117.1187081
886,San Diego State University,Main Campus,5500 CAMPANILE DR,SAN DIEGO,CA,921828210,1,"Public, 4-year or above",15545.0,19143.0,34688.0,4,2,3,1,"5500 CAMPANILE DR, SAN DIEGO, CA, 921828210","[32.7747307, -117.0693867]",32.7747307,-117.0693867
888,University of San Diego,UNIVERSITY OF SAN DIEGO,5998 ALCALA PARK,SAN DIEGO,CA,921102492,2,"Private nonprofit, 4-year or above",3762.0,4746.0,8508.0,7,4,0,0,"5998 ALCALA PARK, SAN DIEGO, CA, 921102492","[32.7740627, -117.1859142]",32.7740627,-117.1859142
891,San Francisco Conservatory of Music,SFCM,50 Oak Street,SAN FRANCISCO,CA,94102,2,"Private nonprofit, 4-year or above",195.0,206.0,401.0,1,0,0,0,"50 Oak Street, SAN FRANCISCO, CA, 94102","[37.775582, -122.420446]",37.775582,-122.420446
892,San Francisco State University,Main Campus,1600 Holloway Ave,San Francisco,CA,94132,1,"Public, 4-year or above",12579.0,16466.0,29045.0,11,3,2,1,"1600 Holloway Ave, San Francisco, CA, 94132","[37.7227669, -122.4767213]",37.7227669,-122.4767213
896,University of San Francisco,Hilltop Campus (San Francisco),2130 FULTON ST,SAN FRANCISCO,CA,941171080,2,"Private nonprofit, 4-year or above",3998.0,7005.0,11003.0,2,4,1,0,"2130 FULTON ST, SAN FRANCISCO, CA, 941171080","[37.7765426, -122.4506452]",37.7765426,-122.4506452
