,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE16,FONDL16,ROBBE16,AGG_A16,geo_address,lat_lng,lat,long
5037,SUNY Westchester Community College,Main Campus,75 GRASSLANDS RD,VALHALLA,NY,10595,4,"Public, 2-year",6138.0,6704.0,12842.0,0,1,0,0,"SUNY Westchester Community College, 75 GRASSLANDS RD, VALHALLA, NY 10595","[41.0684125, -73.789596]",41.0684125,-73.789596
5055,Yeshiva University,RESNICK CAMPUS,1300 Morris Park Avenue,Bronx,NY,10461,2,"Private nonprofit, 4-year or above",2995.0,3173.0,6168.0,0,0,0,1,"Yeshiva University, 1300 Morris Park Avenue, Bronx, NY 10461","[40.8521451, -73.8443938]",40.8521451,-73.8443938
5064,The Art Institute of Charlotte,The Art Institute of Charlotte,"Three LakePointe Plaze, 2110 Water Ridge Parkway",CHARLOTTE,NC,282174536,3,"Private for-profit, 4-year or above",279.0,315.0,594.0,0,0,1,1,"The Art Institute of Charlotte, Three LakePointe Plaze, 2110 Water Ridge Parkway, CHARLOTTE, NC 282174536","[35.1818016, -80.9274817]",35.1818016,-80.9274817
5069,Appalachian State University,Main Campus,B.B. Dougherty Admin. Building,BOONE,NC,28608,1,"Public, 4-year or above",7988.0,10307.0,18295.0,11,3,0,0,"Appalachian State University, B.B. Dougherty Admin. Building, BOONE, NC 28608","[36.2126945, -81.6774125]",36.2126945,-81.6774125
5080,Belmont Abbey College,Main Campus,100 Belmont-Mt Holly Road,BELMONT,NC,280121802,2,"Private nonprofit, 4-year or above",723.0,800.0,1523.0,1,0,0,1,"Belmont Abbey College, 100 Belmont-Mt Holly Road, BELMONT, NC 280121802","[35.2621669, -81.0431492]",35.2621669,-81.0431492
5081,Bennett College,Bennett College,900 E WASHINGTON ST,GREENSBORO,NC,274013239,2,"Private nonprofit, 4-year or above",4.0,470.0,474.0,0,0,0,1,"Bennett College, 900 E WASHINGTON ST, GREENSBORO, NC 274013239","[36.067872, -79.77921599999999]",36.067872,-79.779216
5084,Brevard College,Main Campus,1 Brevard College Drive,Brevard,NC,287123306,2,"Private nonprofit, 4-year or above",396.0,308.0,704.0,1,0,0,0,"Brevard College, 1 Brevard College Drive, Brevard, NC 287123306","[35.2365947, -82.7293012]",35.2365947,-82.7293012
5085,Brunswick Community College,Main Campus,50 College Rd,Bolivia,NC,28422,4,"Public, 2-year",531.0,869.0,1400.0,0,1,0,0,"Brunswick Community College, 50 College Rd, Bolivia, NC 28422","[34.0389055, -78.229576]",34.0389055,-78.229576
5096,Catawba College,Catawba College,2300 W INNES ST,SALISBURY,NC,28144,2,"Private nonprofit, 4-year or above",600.0,706.0,1306.0,1,2,0,0,"Catawba College, 2300 W INNES ST, SALISBURY, NC 28144","[35.6917186, -80.4825445]",35.6917186,-80.4825445
5114,Central Piedmont Community College,CPCC MERANCAS CAMPUS,11930 Verhoeff Drive,Huntersville,NC,28078,4,"Public, 2-year",8860.0,10627.0,19487.0,0,0,1,0,"Central Piedmont Community College, 11930 Verhoeff Drive, Huntersville, NC 28078","[35.3924425, -80.84020079999999]",35.3924425,-80.8402008
5121,Chowan University,Main Campus,One University Place,MURFREESBORO,NC,27855,2,"Private nonprofit, 4-year or above",706.0,828.0,1534.0,1,0,1,3,"Chowan University, One University Place, MURFREESBORO, NC 27855","[36.4354563, -77.09697589999999]",36.4354563,-77.0969759
5126,Davidson County Community College,Main Campus,P.O. Box 1287,Lexington,NC,272931287,4,"Public, 2-year",1364.0,2455.0,3819.0,1,1,0,0,"Davidson County Community College, P.O. Box 1287, Lexington, NC 272931287","[35.8674527, -80.1805318]",35.8674527,-80.1805318
5128,Davidson College,Main Campus,102 North Main Street,Davidson,NC,28035,2,"Private nonprofit, 4-year or above",911.0,885.0,1796.0,20,5,0,0,"Davidson College, 102 North Main Street, Davidson, NC 28035","[35.5017318, -80.84677930000001]",35.5017318,-80.8467793
5130,Duke University,Main Campus,207 ALLEN BLDG. BOX 90001,DURHAM,NC,27708,2,"Private nonprofit, 4-year or above",7911.0,7824.0,15735.0,16,12,5,8,"Duke University, 207 ALLEN BLDG. BOX 90001, DURHAM, NC 27708","[36.0014258, -78.9382286]",36.0014258,-78.9382286
5135,East Carolina University,East Carolina University,EAST FIFTH STREET,GREENVILLE,NC,278584353,1,"Public, 4-year or above",11844.0,17118.0,28962.0,16,5,2,2,"East Carolina University, EAST FIFTH STREET, GREENVILLE, NC 278584353","[35.6055108, -77.3645653]",35.6055108,-77.3645653
5139,Elizabeth City State University,Elizabeth City State University,1704 WEEKSVILLE RD,ELIZABETH CITY,NC,27909,1,"Public, 4-year or above",587.0,770.0,1357.0,4,3,0,1,"Elizabeth City State University, 1704 WEEKSVILLE RD, ELIZABETH CITY, NC 27909","[36.281065, -76.2139598]",36.281065,-76.2139598
5140,Elon University,Elon University,100 Campus Drive,Elon,NC,272442010,2,"Private nonprofit, 4-year or above",2750.0,3989.0,6739.0,3,2,0,0,"Elon University, 100 Campus Drive, Elon, NC 272442010","[36.1050558, -79.5044053]",36.1050558,-79.5044053
5141,Fayetteville Technical Community College,Fayetteville Technical Community College,2201 HULL RD,FAYETTEVILLE,NC,283030236,4,"Public, 2-year",4848.0,6532.0,11380.0,0,0,0,2,"Fayetteville Technical Community College, 2201 HULL RD, FAYETTEVILLE, NC 283030236","[35.0665993, -78.92606769999999]",35.0665993,-78.9260677
5142,Fayetteville State University,Fayetteville State University,1200 MURCHISON RD,FAYETTEVILLE,NC,283014298,1,"Public, 4-year or above",2003.0,4220.0,6223.0,4,2,3,2,"Fayetteville State University, 1200 MURCHISON RD, FAYETTEVILLE, NC 283014298","[35.0742206, -78.8924896]",35.0742206,-78.8924896
5143,Forsyth Technical Community College,Main Campus,2100 SILAS CREEK PKY,Winston-Salem,NC,271035197,4,"Public, 2-year",3228.0,4662.0,7890.0,0,0,0,3,"Forsyth Technical Community College, 2100 SILAS CREEK PKY, Winston-Salem, NC 271035197","[36.0694251, -80.27273269999999]",36.0694251,-80.2727327
5154,Greensboro College,Main Campus,815 W MARKET ST,GREENSBORO,NC,274011875,2,"Private nonprofit, 4-year or above",499.0,538.0,1037.0,1,1,0,1,"Greensboro College, 815 W MARKET ST, GREENSBORO, NC 274011875","[36.0710001, -79.8002632]",36.0710001,-79.8002632
5155,Guilford College,Main Campus,5800 W FRIENDLY AVE,GREENSBORO,NC,27410,2,"Private nonprofit, 4-year or above",867.0,942.0,1809.0,2,2,0,2,"Guilford College, 5800 W FRIENDLY AVE, GREENSBORO, NC 27410","[36.0917988, -79.88873989999999]",36.0917988,-79.8887399
5157,Guilford Technical Community College,GTCC High Point Campus,901 South Main Street,High Point,NC,27260,4,"Public, 2-year",4765.0,6294.0,11059.0,0,1,0,0,"Guilford Technical Community College, 901 South Main Street, High Point, NC 27260","[35.9464172, -80.00270069999999]",35.9464172,-80.0027007
5158,Guilford Technical Community College,Greensboro Campus,3505 East Wendover Avenue,Greensboro,NC,27405,4,"Public, 2-year",4765.0,6294.0,11059.0,0,1,0,0,"Guilford Technical Community College, 3505 East Wendover Avenue, Greensboro, NC 27405","[36.08878960000001, -79.72732719999999]",36.0887896,-79.7273272
5167,High Point University,Main Campus,1 University Parkway,HIGH POINT,NC,272683598,2,"Private nonprofit, 4-year or above",1937.0,2900.0,4837.0,15,4,1,1,"High Point University, 1 University Parkway, HIGH POINT, NC 272683598","[35.9732295, -79.995037]",35.9732295,-79.995037
5168,Isothermal Community College,Isothermal Community College,286 ICC Loop Road,SPINDALE,NC,281600804,4,"Public, 2-year",769.0,1152.0,1921.0,0,0,0,2,"Isothermal Community College, 286 ICC Loop Road, SPINDALE, NC 281600804","[35.3347098, -81.9137022]",35.3347098,-81.9137022
5172,Laurel University,Laurel University,1215 EASTCHESTER DRIVE,HIGH POINT,NC,272653115,2,"Private nonprofit, 4-year or above",69.0,81.0,150.0,0,1,0,0,"Laurel University, 1215 EASTCHESTER DRIVE, HIGH POINT, NC 272653115","[35.9942938, -79.9984477]",35.9942938,-79.9984477
5173,Johnson C Smith University,Main Campus  Johnson C. Smith University,100-152 BEATTIES FORD RD,CHARLOTTE,NC,282165302,2,"Private nonprofit, 4-year or above",526.0,902.0,1428.0,1,0,1,1,"Johnson C Smith University, 100-152 BEATTIES FORD RD, CHARLOTTE, NC 282165302","[35.2427192, -80.85621239999999]",35.2427192,-80.8562124
5175,Lees-McRae College,LEES-MCRAE COLLEGE,PO BOX 128,BANNER ELK,NC,286040128,2,"Private nonprofit, 4-year or above",337.0,654.0,991.0,1,1,0,0,"Lees-McRae College, PO BOX 128, BANNER ELK, NC 286040128","[36.1617964, -81.87537449999999]",36.1617964,-81.8753745
5176,Lenoir Community College,Main Campus,231 HIGHWAY 58 SOUTH,KINSTON,NC,285020188,4,"Public, 2-year",1052.0,1622.0,2674.0,0,0,0,1,"Lenoir Community College, 231 HIGHWAY 58 SOUTH, KINSTON, NC 285020188","[35.2355983, -77.5720757]",35.2355983,-77.5720757
5179,Lenoir-Rhyne University,Main Campus,625 7TH Ave. NE,HICKORY,NC,28601,2,"Private nonprofit, 4-year or above",914.0,1609.0,2523.0,10,0,0,0,"Lenoir-Rhyne University, 625 7TH Ave. NE, HICKORY, NC 28601","[35.7414291, -81.3262158]",35.7414291,-81.3262158
5181,Lenoir-Rhyne University,"Lutheran Theological Southern Seminary and Center for Graduate Studies, Columbia",4201 N. Main St.,Columbia,SC,29203,2,"Private nonprofit, 4-year or above",914.0,1609.0,2523.0,0,0,0,2,"Lenoir-Rhyne University, 4201 N. Main St., Columbia, SC 29203","[34.0423822, -81.0385467]",34.0423822,-81.0385467
5184,Louisburg College,Main Campus,501 N. Main St.,Louisburg,NC,275492399,5,"Private nonprofit, 2-year",434.0,253.0,687.0,2,4,1,2,"Louisburg College, 501 N. Main St., Louisburg, NC 275492399","[36.1051132, -78.2977139]",36.1051132,-78.2977139
5193,Methodist University,Methodist University,5400 RAMSEY ST,FAYETTEVILLE,NC,283111420,2,"Private nonprofit, 4-year or above",1285.0,1161.0,2446.0,1,0,0,0,"Methodist University, 5400 RAMSEY ST, FAYETTEVILLE, NC 283111420","[35.1314591, -78.8682792]",35.1314591,-78.8682792
5211,North Carolina A & T State University,North Carolina A&T State University,1601 E. Market Street,Greensboro,NC,27411,1,"Public, 4-year or above",4957.0,6220.0,11177.0,6,3,3,4,"North Carolina A & T State University, 1601 E. Market Street, Greensboro, NC 27411","[36.0741294, -79.7748384]",36.0741294,-79.7748384
5213,University of North Carolina at Asheville,University of North Carolina Asheville,One University Heights,Asheville,NC,288048510,1,"Public, 4-year or above",1623.0,2198.0,3821.0,1,3,0,0,"University of North Carolina at Asheville, One University Heights, Asheville, NC 288048510","[35.6162921, -82.5673127]",35.6162921,-82.5673127
5215,University of North Carolina at Charlotte,Main Campus,9201 UNIVERSITY CITY BLVD,CHARLOTTE,NC,282230001,1,"Public, 4-year or above",14650.0,14071.0,28721.0,7,6,0,2,"University of North Carolina at Charlotte, 9201 UNIVERSITY CITY BLVD, CHARLOTTE, NC 282230001","[35.3070929, -80.735164]",35.3070929,-80.735164
5217,University of North Carolina at Greensboro,UNCG - Main Campus,1000 SPRING GARDEN STREET,GREENSBORO,NC,274026170,1,"Public, 4-year or above",6558.0,13089.0,19647.0,6,2,1,3,"University of North Carolina at Greensboro, 1000 SPRING GARDEN STREET, GREENSBORO, NC 274026170","[36.0689296, -79.8101975]",36.0689296,-79.8101975
5219,North Carolina Central University,North Carolina Central University,1801 FAYETTEVILLE ST,DURHAM,NC,27707,1,"Public, 4-year or above",2669.0,5425.0,8094.0,7,3,4,4,"North Carolina Central University, 1801 FAYETTEVILLE ST, DURHAM, NC 27707","[35.9747369, -78.8981013]",35.9747369,-78.8981013
5220,University of North Carolina School of the Arts,Main Campus,1533 S MAIN ST,Winston-Salem,NC,271272188,1,"Public, 4-year or above",511.0,529.0,1040.0,0,1,0,0,"University of North Carolina School of the Arts, 1533 S MAIN ST, Winston-Salem, NC 271272188","[36.0762501, -80.23700219999999]",36.0762501,-80.2370022
5221,North Carolina State University at Raleigh,Main Campus,2101 Hillsborough Street,RALEIGH,NC,276957001,1,"Public, 4-year or above",18561.0,15194.0,33755.0,30,4,4,6,"North Carolina State University at Raleigh, 2101 Hillsborough Street, RALEIGH, NC 276957001","[35.7846633, -78.6820946]",35.7846633,-78.6820946
5222,North Carolina Wesleyan College,North Carolina Wesleyan College - Main Campus,3400 N WESLEYAN BLVD,ROCKY MOUNT,NC,27804,2,"Private nonprofit, 4-year or above",852.0,1234.0,2086.0,0,1,0,0,"North Carolina Wesleyan College, 3400 N WESLEYAN BLVD, ROCKY MOUNT, NC 27804","[36.0186234, -77.77421850000002]",36.0186234,-77.7742185
5225,University of North Carolina Wilmington,Main Campus,601 S COLLEGE RD,WILMINGTON,NC,284033201,1,"Public, 4-year or above",5891.0,9849.0,15740.0,4,2,0,0,"University of North Carolina Wilmington, 601 S COLLEGE RD, WILMINGTON, NC 284033201","[34.2239869, -77.8701325]",34.2239869,-77.8701325
5228,William Peace University,William Peace University,15 East Peace Street,Raleigh,NC,27604,2,"Private nonprofit, 4-year or above",422.0,612.0,1034.0,2,0,0,1,"William Peace University, 15 East Peace Street, Raleigh, NC 27604","[35.78948099999999, -78.637391]",35.789481,-78.637391
5229,University of North Carolina at Pembroke,Main Campus,ONE UNIVERSITY DRIVE,PEMBROKE,NC,283721510,1,"Public, 4-year or above",2357.0,3911.0,6268.0,10,9,1,0,"University of North Carolina at Pembroke, ONE UNIVERSITY DRIVE, PEMBROKE, NC 283721510","[34.6898838, -79.2005721]",34.6898838,-79.2005721
5230,Pfeiffer University,Main Campus,48380 HWY 52N,MISENHEIMER,NC,281090960,2,"Private nonprofit, 4-year or above",540.0,874.0,1414.0,2,0,0,0,"Pfeiffer University, 48380 HWY 52N, MISENHEIMER, NC 281090960","[35.485244, -80.28183539999999]",35.485244,-80.2818354
5233,Pitt Community College,Main Campus,1986 Pitt Tech Road,WINTERVILLE,NC,28590,4,"Public, 2-year",3264.0,5015.0,8279.0,0,1,0,0,"Pitt Community College, 1986 Pitt Tech Road, WINTERVILLE, NC 28590","[35.548468, -77.40636599999999]",35.548468,-77.406366
5234,Queens University of Charlotte,Main Campus,1900 SELWYN AVE,CHARLOTTE,NC,282740001,2,"Private nonprofit, 4-year or above",679.0,1651.0,2330.0,3,1,0,1,"Queens University of Charlotte, 1900 SELWYN AVE, CHARLOTTE, NC 282740001","[35.1885164, -80.83279]",35.1885164,-80.83279
5238,Mid-Atlantic Christian University,Mid-Atlantic Christian University,715 N POINDEXTER ST,ELIZABETH CITY,NC,279094054,2,"Private nonprofit, 4-year or above",92.0,102.0,194.0,0,0,3,0,"Mid-Atlantic Christian University, 715 N POINDEXTER ST, ELIZABETH CITY, NC 279094054","[36.3046, -76.2171]",36.3046,-76.2171
5240,Robeson Community College,Robeson Community College,5160 Fayetteville Rd,LUMBERTON,NC,28360,4,"Public, 2-year",563.0,1280.0,1843.0,1,0,0,1,"Robeson Community College, 5160 Fayetteville Rd, LUMBERTON, NC 28360","[34.6753883, -79.00646789999999]",34.6753883,-79.0064679
5247,Saint Augustine's University,Main Campus,1315 Oakwood Avenue,Raleigh,NC,276102298,2,"Private nonprofit, 4-year or above",510.0,434.0,944.0,2,0,4,2,"Saint Augustine's University, 1315 Oakwood Avenue, Raleigh, NC 276102298","[35.7876962, -78.6188766]",35.7876962,-78.6188766
5248,Salem College,Salem College,601 S Church St,Winston-Salem,NC,27101,2,"Private nonprofit, 4-year or above",42.0,1045.0,1087.0,3,0,0,0,"Salem College, 601 S Church St, Winston-Salem, NC 27101","[36.0886265, -80.2392729]",36.0886265,-80.2392729
5252,Shaw University,Shaw University,118 E SOUTH ST,RALEIGH,NC,27601,2,"Private nonprofit, 4-year or above",796.0,1048.0,1844.0,0,0,2,1,"Shaw University, 118 E SOUTH ST, RALEIGH, NC 27601","[35.7708478, -78.63675769999999]",35.7708478,-78.6367577
5263,St Andrews University,Main Campus,1700 DOGWOOD MILE,LAURINBURG,NC,283525521,2,"Private nonprofit, 4-year or above",386.0,336.0,722.0,0,0,1,0,"St Andrews University, 1700 DOGWOOD MILE, LAURINBURG, NC 283525521","[34.7448064, -79.48007109999999]",34.7448064,-79.4800711
5264,Southeastern Community College,Main Campus,4564 CHADBOURN HWY,WHITEVILLE,NC,284725422,4,"Public, 2-year",416.0,928.0,1344.0,0,0,0,1,"Southeastern Community College, 4564 CHADBOURN HWY, WHITEVILLE, NC 284725422","[34.333368, -78.7850909]",34.333368,-78.7850909
5266,Southwestern Community College,Macon Campus,44 Siler Farm Road,Franklin,NC,28734,4,"Public, 2-year",999.0,1468.0,2467.0,0,1,0,0,"Southwestern Community College, 44 Siler Farm Road, Franklin, NC 28734","[35.1822529, -83.38212519999999]",35.1822529,-83.3821252
5269,Stanly Community College,Main Campus Stanly Community College,141 COLLEGE DR,ALBEMARLE,NC,28001,4,"Public, 2-year",811.0,1703.0,2514.0,0,1,0,0,"Stanly Community College, 141 COLLEGE DR, ALBEMARLE, NC 28001","[35.3397044, -80.2367323]",35.3397044,-80.2367323
5280,Vance-Granville Community College,Main Campus,"PO BOX 917, 200 Community College Rd./STATE RD 1126",HENDERSON,NC,27536,4,"Public, 2-year",1093.0,2107.0,3200.0,0,1,0,0,"Vance-Granville Community College, PO BOX 917, 200 Community College Rd./STATE RD 1126, HENDERSON, NC 27536","[36.324434, -78.48824599999999]",36.324434,-78.488246
5284,Wake Forest University,Main Campus,1834 Wake Forest Rd.,Winston-Salem,NC,27109,2,"Private nonprofit, 4-year or above",3717.0,4251.0,7968.0,3,3,1,2,"Wake Forest University, 1834 Wake Forest Rd., Winston-Salem, NC 27109","[36.1352495, -80.2763425]",36.1352495,-80.2763425
5285,Wake Forest University,Medical Center Campus,Medical Center Blvd.,Winston-Salem,NC,27157,2,"Private nonprofit, 4-year or above",3717.0,4251.0,7968.0,2,1,0,3,"Wake Forest University, Medical Center Blvd., Winston-Salem, NC 27157","[36.0902702, -80.2714555]",36.0902702,-80.2714555
5297,Wake Technical Community College,Northern Wake Campus,6600 Louisburg Rd,Raleigh,NC,27616,4,"Public, 2-year",9868.0,11879.0,21747.0,0,0,0,1,"Wake Technical Community College, 6600 Louisburg Rd, Raleigh, NC 27616","[35.8665915, -78.5445245]",35.8665915,-78.5445245
5300,Wake Technical Community College,Beltline Education Center,3200 Bush Street,Raleigh,NC,27609,4,"Public, 2-year",9868.0,11879.0,21747.0,0,1,0,0,"Wake Technical Community College, 3200 Bush Street, Raleigh, NC 27609","[35.8238485, -78.6130891]",35.8238485,-78.6130891
5303,Warren Wilson College,Warren Wilson College,P. O. Box 9000,Asheville,NC,288159000,2,"Private nonprofit, 4-year or above",269.0,447.0,716.0,3,0,0,0,"Warren Wilson College, P. O. Box 9000, Asheville, NC 288159000","[35.611133, -82.442286]",35.611133,-82.442286
5310,Wilkes Community College,North Wilkesboro Center,122 White Pine Street,North Wilkesboro,NC,28659,4,"Public, 2-year",1195.0,1414.0,2609.0,0,1,0,0,"Wilkes Community College, 122 White Pine Street, North Wilkesboro, NC 28659","[36.1363473, -81.1827201]",36.1363473,-81.1827201
5311,Wilson Community College,Wilson Community College,902 HERRING AVE,WILSON,NC,278933310,4,"Public, 2-year",636.0,1215.0,1851.0,0,0,0,1,"Wilson Community College, 902 HERRING AVE, WILSON, NC 278933310","[35.7300828, -77.8958157]",35.7300828,-77.8958157
5312,Wingate University,Wingate University (Main Campus),P.O. Box 159,Wingate,NC,281740157,2,"Private nonprofit, 4-year or above",1270.0,1923.0,3193.0,4,7,0,0,"Wingate University, P.O. Box 159, Wingate, NC 281740157","[34.9869013, -80.44449709999999]",34.9869013,-80.4444971
5317,Winston-Salem State University,Winston Salem State University,601 MARTIN LUTHER KING JR. DR.,WINSTON-SALEM,NC,271100001,1,"Public, 4-year or above",1468.0,3683.0,5151.0,4,0,0,0,"Winston-Salem State University, 601 MARTIN LUTHER KING JR. DR., WINSTON-SALEM, NC 271100001","[36.089874, -80.2251168]",36.089874,-80.2251168
5318,Western Carolina University,Main Campus,Western Carolina University,CULLOWHEE,NC,287239646,1,"Public, 4-year or above",4687.0,6118.0,10805.0,7,1,0,2,"Western Carolina University, Western Carolina University, CULLOWHEE, NC 287239646","[35.3089224, -83.18437809999999]",35.3089224,-83.1843781
5324,Nueta Hidatsa Sahnish College,Nueta Hidatsa Sahnish College,PO BOX 490,NEW TOWN,ND,587638090,1,"Public, 4-year or above",99.0,169.0,268.0,0,0,0,2,"Nueta Hidatsa Sahnish College, PO BOX 490, NEW TOWN, ND 587638090","[47.9832506, -102.4731946]",47.9832506,-102.4731946
5327,University of Jamestown,Main Campus,6000 College Lane,JAMESTOWN,ND,58405,2,"Private nonprofit, 4-year or above",550.0,587.0,1137.0,1,0,0,0,"University of Jamestown, 6000 College Lane, JAMESTOWN, ND 58405","[46.9160461, -98.7019459]",46.9160461,-98.7019459
5338,University of Mary,Main Campus,7500 UNIVERSITY DRIVE,BISMARCK,ND,58504,2,"Private nonprofit, 4-year or above",1182.0,2078.0,3260.0,1,1,0,0,"University of Mary, 7500 UNIVERSITY DRIVE, BISMARCK, ND 58504","[46.7219247, -100.7530832]",46.7219247,-100.7530832
5351,North Dakota State College of Science,Main Campus,800 N 6TH ST,WAHPETON,ND,58076,4,"Public, 2-year",1711.0,1292.0,3003.0,0,0,1,0,"North Dakota State College of Science, 800 N 6TH ST, WAHPETON, ND 58076","[46.2718767, -96.60822669999999]",46.2718767,-96.6082267
5353,North Dakota State University-Main Campus,Main Campus,1301  12th Avenue North,FARGO,ND,58102,1,"Public, 4-year or above",7725.0,6707.0,14432.0,0,1,0,0,"North Dakota State University-Main Campus, 1301  12th Avenue North, FARGO, ND 58102","[46.8962434, -96.8031712]",46.8962434,-96.8031712
5360,Trinity Bible College,Trinity Bible College,50 6TH AVE S,ELLENDALE,ND,584367150,2,"Private nonprofit, 4-year or above",129.0,97.0,226.0,1,1,0,0,"Trinity Bible College, 50 6TH AVE S, ELLENDALE, ND 584367150","[46.0005465, -98.5182677]",46.0005465,-98.5182677
5369,University of Akron Main Campus,Main Campus,302 BUCHTEL COMMON,AKRON,OH,443254702,1,"Public, 4-year or above",11071.0,10029.0,21100.0,5,6,3,0,"University of Akron Main Campus, 302 BUCHTEL COMMON, AKRON, OH 443254702","[41.076655, -81.5113386]",41.076655,-81.5113386
5378,Ashland University,Ashland University,401 College Ave,Ashland,OH,448053702,2,"Private nonprofit, 4-year or above",3245.0,3334.0,6579.0,6,0,0,0,"Ashland University, 401 College Ave, Ashland, OH 448053702","[40.8619296, -82.32305099999999]",40.8619296,-82.323051
5380,Ashland University,Elyria Program Center,1005 N Abbe Rd,Elyria,OH,44035,2,"Private nonprofit, 4-year or above",3245.0,3334.0,6579.0,1,0,0,0,"Ashland University, 1005 N Abbe Rd, Elyria, OH 44035","[41.41304239999999, -82.07099319999999]",41.4130424,-82.0709932
5387,Aultman College of Nursing and Health Sciences,Aultman College of Nursing and Health Sciences,2600 6TH ST SW,CANTON,OH,447101797,2,"Private nonprofit, 4-year or above",43.0,348.0,391.0,1,1,0,0,"Aultman College of Nursing and Health Sciences, 2600 6TH ST SW, CANTON, OH 447101797","[40.7961863, -81.4047181]",40.7961863,-81.4047181
5388,Baldwin Wallace University,Main Campus,275 EASTLAND RD,BEREA,OH,440172088,2,"Private nonprofit, 4-year or above",1733.0,2200.0,3933.0,3,1,0,1,"Baldwin Wallace University, 275 EASTLAND RD, BEREA, OH 440172088","[41.37111650000001, -81.8478088]",41.3711165,-81.8478088
5395,Bowling Green State University-Main Campus,Main Campus,220 MCFALL CTR,BOWLING GREEN,OH,43403,1,"Public, 4-year or above",7608.0,10036.0,17644.0,8,4,1,2,"Bowling Green State University-Main Campus, 220 MCFALL CTR, BOWLING GREEN, OH 43403","[41.3797788, -83.6300826]",41.3797788,-83.6300826
5400,Capital University,Main Campus,1 College and Main,COLUMBUS,OH,432092394,2,"Private nonprofit, 4-year or above",1394.0,1973.0,3367.0,1,2,0,0,"Capital University, 1 College and Main, COLUMBUS, OH 432092394","[39.9549246, -82.938559]",39.9549246,-82.938559
5403,Cedarville University,Main Campus,251 N. Main Street,CEDARVILLE,OH,453140601,2,"Private nonprofit, 4-year or above",1737.0,1977.0,3714.0,0,1,0,0,"Cedarville University, 251 N. Main Street, CEDARVILLE, OH 453140601","[39.7495714, -83.8126484]",39.7495714,-83.8126484
5406,Central State University,Main Campus,"1400 BRUSH ROW RD, PO Box 1004",WILBERFORCE,OH,453841004,1,"Public, 4-year or above",778.0,963.0,1741.0,2,1,0,1,"Central State University, 1400 BRUSH ROW RD, PO Box 1004, WILBERFORCE, OH 453841004","[39.7167824, -83.8764702]",39.7167824,-83.8764702
5410,Choffin Career  and Technical Center,Choffin Career and Technical Center,20 West Wood St,Youngstown,OH,445031600,7,"Public, less-than 2-year",10.0,98.0,108.0,0,0,1,0,"Choffin Career  and Technical Center, 20 West Wood St, Youngstown, OH 445031600","[41.1010892, -80.6441323]",41.1010892,-80.6441323
5412,Cincinnati Christian University,Cincinnati Christian University,2700 GLENWAY AVE,CINCINNATI,OH,452043200,2,"Private nonprofit, 4-year or above",530.0,357.0,887.0,1,0,0,0,"Cincinnati Christian University, 2700 GLENWAY AVE, CINCINNATI, OH 452043200","[39.1124565, -84.554644]",39.1124565,-84.554644
5414,University of Cincinnati-Main Campus,Main Campus,2624 CLIFTON AVENUE,CINCINNATI,OH,452210127,1,"Public, 4-year or above",17334.0,19262.0,36596.0,12,7,1,8,"University of Cincinnati-Main Campus, 2624 CLIFTON AVENUE, CINCINNATI, OH 452210127","[39.1329219, -84.51495039999999]",39.1329219,-84.5149504
5418,University of Cincinnati-Blue Ash College,Main Campus,9555 PLAINFIELD RD,BLUE ASH,OH,45236,1,"Public, 4-year or above",2026.0,2792.0,4818.0,0,0,1,0,"University of Cincinnati-Blue Ash College, 9555 PLAINFIELD RD, BLUE ASH, OH 45236","[39.2329891, -84.3998629]",39.2329891,-84.3998629
5428,Cleveland State University,Cleveland State University,2121 EUCLID AVE,CLEVELAND,OH,44115,1,"Public, 4-year or above",7743.0,9121.0,16864.0,3,0,1,0,"Cleveland State University, 2121 EUCLID AVE, CLEVELAND, OH 44115","[41.50249729999999, -81.6747185]",41.5024973,-81.6747185
5431,Columbus College of Art and Design,Main Campus,60 Cleveland Ave.,COLUMBUS,OH,43215,2,"Private nonprofit, 4-year or above",351.0,744.0,1095.0,0,2,0,0,"Columbus College of Art and Design, 60 Cleveland Ave., COLUMBUS, OH 43215","[39.965001, -82.989781]",39.965001,-82.989781
5432,Columbus State Community College,Columbus State Commuity College,550 East Spring Street,Columbus,OH,43215,4,"Public, 2-year",12783.0,14326.0,27109.0,0,2,1,0,"Columbus State Community College, 550 East Spring Street, Columbus, OH 43215","[39.969191, -82.987]",39.969191,-82.987
5440,Cuyahoga Community College District,Metropolitan Campus,2900 Community College Ave.,Cleveland,OH,44115,4,"Public, 2-year",9311.0,14676.0,23987.0,1,1,0,0,"Cuyahoga Community College District, 2900 Community College Ave., Cleveland, OH 44115","[41.4931592, -81.6693712]",41.4931592,-81.6693712
5441,Cuyahoga Community College District,Eastern Campus,4250 Richmond RD.,Highland Hills,OH,44122,4,"Public, 2-year",9311.0,14676.0,23987.0,0,0,1,0,"Cuyahoga Community College District, 4250 Richmond RD., Highland Hills, OH 44122","[41.4457927, -81.5015183]",41.4457927,-81.5015183
5451,University of Dayton,Main Campus,300 COLLEGE PK,DAYTON,OH,454690001,2,"Private nonprofit, 4-year or above",5645.0,5158.0,10803.0,16,5,1,0,"University of Dayton, 300 COLLEGE PK, DAYTON, OH 454690001","[39.7393, -84.17996749999999]",39.7393,-84.1799675
