,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE16,FONDL16,ROBBE16,AGG_A16,geo_address,lat_lng,lat,long,Assault,Robbery,Fondling,Rape,AGG_A16_hover_text,ROBBE16_hover_text,FONDL16_hover_text,RAPE16_hover_text
932,New Mexico State University-Dona Ana,Main Campus,3400 S Espina,Las Cruces,NM,880038001,4,"Public, 2-year",3388,4769,8157,8,6,3,9,"3400 S Espina, Las Cruces, NM, 880038001","[32.2766917, -106.7547868]",32.2766917,-106.7547868,1.1,0.4,0.7,1,"New Mexico State University-Dona Ana<br>Las Cruces, NM<br>Crime Count: 9<br>Enrollment: 8157<br>Rate per 1000 students: 1.1","New Mexico State University-Dona Ana<br>Las Cruces, NM<br>Crime Count: 3<br>Enrollment: 8157<br>Rate per 1000 students: 0.4","New Mexico State University-Dona Ana<br>Las Cruces, NM<br>Crime Count: 6<br>Enrollment: 8157<br>Rate per 1000 students: 0.7","New Mexico State University-Dona Ana<br>Las Cruces, NM<br>Crime Count: 8<br>Enrollment: 8157<br>Rate per 1000 students: 1.0"
933,Eastern New Mexico University-Main Campus,Eastern New Mexico University - Main Campus,"ENMU Station #1, 1500 South Avenue K",Portales,NM,88130,1,"Public, 4-year or above",2511,3499,6010,3,0,1,2,"ENMU Station #1, 1500 South Avenue K, Portales, NM, 88130","[34.1789822, -103.347983]",34.1789822,-103.347983,0.3,0.2,0,0.5,"Eastern New Mexico University-Main Campus<br>Portales, NM<br>Crime Count: 2<br>Enrollment: 6010<br>Rate per 1000 students: 0.3","Eastern New Mexico University-Main Campus<br>Portales, NM<br>Crime Count: 1<br>Enrollment: 6010<br>Rate per 1000 students: 0.2","Eastern New Mexico University-Main Campus<br>Portales, NM<br>Crime Count: 0<br>Enrollment: 6010<br>Rate per 1000 students: 0.0","Eastern New Mexico University-Main Campus<br>Portales, NM<br>Crime Count: 3<br>Enrollment: 6010<br>Rate per 1000 students: 0.5"
934,Eastern New Mexico University-Roswell Campus,Roswell Campus,52 UNIVERSITY BLVD,ROSWELL,NM,882030000,4,"Public, 2-year",1402,1561,2963,0,0,0,3,"52 UNIVERSITY BLVD, ROSWELL, NM, 882030000","[33.3105766, -104.5233811]",33.3105766,-104.5233811,1,0,0,0,"Eastern New Mexico University-Roswell Campus<br>Roswell, NM<br>Crime Count: 3<br>Enrollment: 2963<br>Rate per 1000 students: 1.0","Eastern New Mexico University-Roswell Campus<br>Roswell, NM<br>Crime Count: 0<br>Enrollment: 2963<br>Rate per 1000 students: 0.0","Eastern New Mexico University-Roswell Campus<br>Roswell, NM<br>Crime Count: 0<br>Enrollment: 2963<br>Rate per 1000 students: 0.0","Eastern New Mexico University-Roswell Campus<br>Roswell, NM<br>Crime Count: 0<br>Enrollment: 2963<br>Rate per 1000 students: 0.0"
935,New Mexico Highlands University,Main Campus,UNIVERSITY AVE,LAS VEGAS,NM,87701,1,"Public, 4-year or above",1157,2165,3322,1,0,0,3,"UNIVERSITY AVE, LAS VEGAS, NM, 87701","[35.5951874, -105.217409]",35.5951874,-105.217409,0.9,0,0,0.3,"New Mexico Highlands University<br>Las Vegas, NM<br>Crime Count: 3<br>Enrollment: 3322<br>Rate per 1000 students: 0.9","New Mexico Highlands University<br>Las Vegas, NM<br>Crime Count: 0<br>Enrollment: 3322<br>Rate per 1000 students: 0.0","New Mexico Highlands University<br>Las Vegas, NM<br>Crime Count: 0<br>Enrollment: 3322<br>Rate per 1000 students: 0.0","New Mexico Highlands University<br>Las Vegas, NM<br>Crime Count: 1<br>Enrollment: 3322<br>Rate per 1000 students: 0.3"
936,New Mexico Junior College,Main Campus,5317 LOVINGTON HWY,HOBBS,NM,88240,4,"Public, 2-year",868,1540,2408,1,0,1,0,"5317 LOVINGTON HWY, HOBBS, NM, 88240","[32.7578125, -103.1842749]",32.7578125,-103.1842749,0,0.4,0,0.4,"New Mexico Junior College<br>Hobbs, NM<br>Crime Count: 0<br>Enrollment: 2408<br>Rate per 1000 students: 0.0","New Mexico Junior College<br>Hobbs, NM<br>Crime Count: 1<br>Enrollment: 2408<br>Rate per 1000 students: 0.4","New Mexico Junior College<br>Hobbs, NM<br>Crime Count: 0<br>Enrollment: 2408<br>Rate per 1000 students: 0.0","New Mexico Junior College<br>Hobbs, NM<br>Crime Count: 1<br>Enrollment: 2408<br>Rate per 1000 students: 0.4"
937,New Mexico Military Institute,New Mexico Military Institute,101 W COLLEGE BLVD.,ROSWELL,NM,882015173,4,"Public, 2-year",346,76,422,2,1,0,0,"101 W COLLEGE BLVD., ROSWELL, NM, 882015173","[33.4088123, -104.523154]",33.4088123,-104.523154,0,0,2.4,4.7,"New Mexico Military Institute<br>Roswell, NM<br>Crime Count: 0<br>Enrollment: 422<br>Rate per 1000 students: 0.0","New Mexico Military Institute<br>Roswell, NM<br>Crime Count: 0<br>Enrollment: 422<br>Rate per 1000 students: 0.0","New Mexico Military Institute<br>Roswell, NM<br>Crime Count: 1<br>Enrollment: 422<br>Rate per 1000 students: 2.4","New Mexico Military Institute<br>Roswell, NM<br>Crime Count: 2<br>Enrollment: 422<br>Rate per 1000 students: 4.7"
938,New Mexico Institute of Mining and Technology,Main Campus,801 Leroy Place,Socorro,NM,878014796,1,"Public, 4-year or above",1432,703,2135,0,0,0,1,"801 Leroy Place, Socorro, NM, 878014796","[34.0677933, -106.9042281]",34.0677933,-106.9042281,0.5,0,0,0,"New Mexico Institute of Mining and Technology<br>Socorro, NM<br>Crime Count: 1<br>Enrollment: 2135<br>Rate per 1000 students: 0.5","New Mexico Institute of Mining and Technology<br>Socorro, NM<br>Crime Count: 0<br>Enrollment: 2135<br>Rate per 1000 students: 0.0","New Mexico Institute of Mining and Technology<br>Socorro, NM<br>Crime Count: 0<br>Enrollment: 2135<br>Rate per 1000 students: 0.0","New Mexico Institute of Mining and Technology<br>Socorro, NM<br>Crime Count: 0<br>Enrollment: 2135<br>Rate per 1000 students: 0.0"
939,University of New Mexico-Main Campus,University of New Mexico - Main Campus,2500 Campus Blvd. NE MSC02 1540,ALBUQUERQUE,NM,87131,1,"Public, 4-year or above",12088,14911,26999,14,10,5,11,"2500 Campus Blvd. NE MSC02 1540, ALBUQUERQUE, NM, 87131","[35.0843187, -106.6197812]",35.0843187,-106.6197812,0.4,0.2,0.4,0.5,"University of New Mexico-Main Campus<br>Albuquerque, NM<br>Crime Count: 11<br>Enrollment: 26999<br>Rate per 1000 students: 0.4","University of New Mexico-Main Campus<br>Albuquerque, NM<br>Crime Count: 5<br>Enrollment: 26999<br>Rate per 1000 students: 0.2","University of New Mexico-Main Campus<br>Albuquerque, NM<br>Crime Count: 10<br>Enrollment: 26999<br>Rate per 1000 students: 0.4","University of New Mexico-Main Campus<br>Albuquerque, NM<br>Crime Count: 14<br>Enrollment: 26999<br>Rate per 1000 students: 0.5"
940,New Mexico State University-Main Campus,Main Campus,2850 Weddell Street,LAS CRUCES,NM,880038001,1,"Public, 4-year or above",6783,8069,14852,8,6,3,9,"2850 Weddell Street, LAS CRUCES, NM, 880038001","[32.2825703, -106.7533493]",32.2825703,-106.7533493,0.6,0.2,0.4,0.5,"New Mexico State University-Main Campus<br>Las Cruces, NM<br>Crime Count: 9<br>Enrollment: 14852<br>Rate per 1000 students: 0.6","New Mexico State University-Main Campus<br>Las Cruces, NM<br>Crime Count: 3<br>Enrollment: 14852<br>Rate per 1000 students: 0.2","New Mexico State University-Main Campus<br>Las Cruces, NM<br>Crime Count: 6<br>Enrollment: 14852<br>Rate per 1000 students: 0.4","New Mexico State University-Main Campus<br>Las Cruces, NM<br>Crime Count: 8<br>Enrollment: 14852<br>Rate per 1000 students: 0.5"
941,San Juan College,San Juan College,4601 COLLEGE BLVD,FARMINGTON,NM,874024699,4,"Public, 2-year",2635,4596,7231,0,0,0,1,"4601 COLLEGE BLVD, FARMINGTON, NM, 874024699","[36.7698666, -108.1662621]",36.7698666,-108.1662621,0.1,0,0,0,"San Juan College<br>Farmington, NM<br>Crime Count: 1<br>Enrollment: 7231<br>Rate per 1000 students: 0.1","San Juan College<br>Farmington, NM<br>Crime Count: 0<br>Enrollment: 7231<br>Rate per 1000 students: 0.0","San Juan College<br>Farmington, NM<br>Crime Count: 0<br>Enrollment: 7231<br>Rate per 1000 students: 0.0","San Juan College<br>Farmington, NM<br>Crime Count: 0<br>Enrollment: 7231<br>Rate per 1000 students: 0.0"
942,Santa Fe University of Art and Design,Santa fe University University Of Art And Design,1600 Saint Michale'sDrive,Santa Fe,NM,875057634,3,"Private for-profit, 4-year or above",354,449,803,0,0,0,1,"1600 Saint Michale'sDrive, Santa Fe, NM, 875057634","[35.6554608, -105.9757561]",35.6554608,-105.9757561,1.2,0,0,0,"Santa Fe University of Art and Design<br>Santa Fe, NM<br>Crime Count: 1<br>Enrollment: 803<br>Rate per 1000 students: 1.2","Santa Fe University of Art and Design<br>Santa Fe, NM<br>Crime Count: 0<br>Enrollment: 803<br>Rate per 1000 students: 0.0","Santa Fe University of Art and Design<br>Santa Fe, NM<br>Crime Count: 0<br>Enrollment: 803<br>Rate per 1000 students: 0.0","Santa Fe University of Art and Design<br>Santa Fe, NM<br>Crime Count: 0<br>Enrollment: 803<br>Rate per 1000 students: 0.0"
943,Southwestern Indian Polytechnic Institute,Main Campus,9169 Coors Blvd. NW,Albuquerque,NM,871203101,4,"Public, 2-year",163,204,367,0,0,0,1,"9169 Coors Blvd. NW, Albuquerque, NM, 871203101","[35.1753625, -106.6653254]",35.1753625,-106.6653254,2.7,0,0,0,"Southwestern Indian Polytechnic Institute<br>Albuquerque, NM<br>Crime Count: 1<br>Enrollment: 367<br>Rate per 1000 students: 2.7","Southwestern Indian Polytechnic Institute<br>Albuquerque, NM<br>Crime Count: 0<br>Enrollment: 367<br>Rate per 1000 students: 0.0","Southwestern Indian Polytechnic Institute<br>Albuquerque, NM<br>Crime Count: 0<br>Enrollment: 367<br>Rate per 1000 students: 0.0","Southwestern Indian Polytechnic Institute<br>Albuquerque, NM<br>Crime Count: 0<br>Enrollment: 367<br>Rate per 1000 students: 0.0"
944,Western New Mexico University,Main Campus,1000 W. COLLEGE AVE,SILVER CITY,NM,88061,1,"Public, 4-year or above",1216,2211,3427,1,0,0,2,"1000 W. COLLEGE AVE, SILVER CITY, NM, 88061","[32.7770043, -108.2825633]",32.7770043,-108.2825633,0.6,0,0,0.3,"Western New Mexico University<br>Silver City, NM<br>Crime Count: 2<br>Enrollment: 3427<br>Rate per 1000 students: 0.6","Western New Mexico University<br>Silver City, NM<br>Crime Count: 0<br>Enrollment: 3427<br>Rate per 1000 students: 0.0","Western New Mexico University<br>Silver City, NM<br>Crime Count: 0<br>Enrollment: 3427<br>Rate per 1000 students: 0.0","Western New Mexico University<br>Silver City, NM<br>Crime Count: 1<br>Enrollment: 3427<br>Rate per 1000 students: 0.3"
945,Adelphi University,Main Campus,ONE SOUTH AVE,GARDEN CITY,NY,11530,2,"Private nonprofit, 4-year or above",2257,5430,7687,6,1,0,0,"ONE SOUTH AVE, GARDEN CITY, NY, 11530","[40.7187717, -73.65187329999999]",40.7187717,-73.6518733,0,0,0.1,0.8,"Adelphi University<br>Garden City, NY<br>Crime Count: 0<br>Enrollment: 7687<br>Rate per 1000 students: 0.0","Adelphi University<br>Garden City, NY<br>Crime Count: 0<br>Enrollment: 7687<br>Rate per 1000 students: 0.0","Adelphi University<br>Garden City, NY<br>Crime Count: 1<br>Enrollment: 7687<br>Rate per 1000 students: 0.1","Adelphi University<br>Garden City, NY<br>Crime Count: 6<br>Enrollment: 7687<br>Rate per 1000 students: 0.8"
946,Adirondack Community College,Main Campus,640 BAY RD,QUEENSBURY,NY,12804,4,"Public, 2-year",1584,2192,3776,2,1,1,1,"640 BAY RD, QUEENSBURY, NY, 12804","[43.3536195, -73.6537589]",43.3536195,-73.6537589,0.3,0.3,0.3,0.5,"Adirondack Community College<br>Queensbury, NY<br>Crime Count: 1<br>Enrollment: 3776<br>Rate per 1000 students: 0.3","Adirondack Community College<br>Queensbury, NY<br>Crime Count: 1<br>Enrollment: 3776<br>Rate per 1000 students: 0.3","Adirondack Community College<br>Queensbury, NY<br>Crime Count: 1<br>Enrollment: 3776<br>Rate per 1000 students: 0.3","Adirondack Community College<br>Queensbury, NY<br>Crime Count: 2<br>Enrollment: 3776<br>Rate per 1000 students: 0.5"
947,Albany College of Pharmacy and Health Sciences,Albany College of Pharmacy and Health Sciences,106 NEW SCOTLAND AVE,ALBANY,NY,122083492,2,"Private nonprofit, 4-year or above",562,846,1408,0,0,0,1,"106 NEW SCOTLAND AVE, ALBANY, NY, 122083492","[42.6519665, -73.778582]",42.6519665,-73.778582,0.7,0,0,0,"Albany College of Pharmacy and Health Sciences<br>Albany, NY<br>Crime Count: 1<br>Enrollment: 1408<br>Rate per 1000 students: 0.7","Albany College of Pharmacy and Health Sciences<br>Albany, NY<br>Crime Count: 0<br>Enrollment: 1408<br>Rate per 1000 students: 0.0","Albany College of Pharmacy and Health Sciences<br>Albany, NY<br>Crime Count: 0<br>Enrollment: 1408<br>Rate per 1000 students: 0.0","Albany College of Pharmacy and Health Sciences<br>Albany, NY<br>Crime Count: 0<br>Enrollment: 1408<br>Rate per 1000 students: 0.0"
948,Albany Medical College,Albany Medical College,47 NEW SCOTLAND AVE,ALBANY,NY,122083479,2,"Private nonprofit, 4-year or above",383,439,822,0,2,1,5,"47 NEW SCOTLAND AVE, ALBANY, NY, 122083479","[42.6531715, -73.7761001]",42.6531715,-73.7761001,6.1,1.2,2.4,0,"Albany Medical College<br>Albany, NY<br>Crime Count: 5<br>Enrollment: 822<br>Rate per 1000 students: 6.1","Albany Medical College<br>Albany, NY<br>Crime Count: 1<br>Enrollment: 822<br>Rate per 1000 students: 1.2","Albany Medical College<br>Albany, NY<br>Crime Count: 2<br>Enrollment: 822<br>Rate per 1000 students: 2.4","Albany Medical College<br>Albany, NY<br>Crime Count: 0<br>Enrollment: 822<br>Rate per 1000 students: 0.0"
949,Alfred University,Main Campus,ONE SAXON DR,ALFRED,NY,148021205,2,"Private nonprofit, 4-year or above",1110,1280,2390,2,2,0,0,"ONE SAXON DR, ALFRED, NY, 148021205","[42.2532773, -77.7875935]",42.2532773,-77.7875935,0,0,0.8,0.8,"Alfred University<br>Alfred, NY<br>Crime Count: 0<br>Enrollment: 2390<br>Rate per 1000 students: 0.0","Alfred University<br>Alfred, NY<br>Crime Count: 0<br>Enrollment: 2390<br>Rate per 1000 students: 0.0","Alfred University<br>Alfred, NY<br>Crime Count: 2<br>Enrollment: 2390<br>Rate per 1000 students: 0.8","Alfred University<br>Alfred, NY<br>Crime Count: 2<br>Enrollment: 2390<br>Rate per 1000 students: 0.8"
950,American Musical and Dramatic Academy,Main Campus,211 West 61st Street,NEW YORK,NY,10023,2,"Private nonprofit, 4-year or above",483,1082,1565,1,0,0,0,"211 West 61st Street, NEW YORK, NY, 10023","[40.7723812, -73.98786969999999]",40.7723812,-73.9878697,0,0,0,0.6,"American Musical and Dramatic Academy<br>New York, NY<br>Crime Count: 0<br>Enrollment: 1565<br>Rate per 1000 students: 0.0","American Musical and Dramatic Academy<br>New York, NY<br>Crime Count: 0<br>Enrollment: 1565<br>Rate per 1000 students: 0.0","American Musical and Dramatic Academy<br>New York, NY<br>Crime Count: 0<br>Enrollment: 1565<br>Rate per 1000 students: 0.0","American Musical and Dramatic Academy<br>New York, NY<br>Crime Count: 1<br>Enrollment: 1565<br>Rate per 1000 students: 0.6"
951,Arnot Ogden Medical Center,Main Campus,600 ROE AVE,ELMIRA,NY,149051676,5,"Private nonprofit, 2-year",3,53,56,0,1,0,0,"600 ROE AVE, ELMIRA, NY, 149051676","[42.1000552, -76.82794779999999]",42.1000552,-76.8279478,0,0,17.9,0,"Arnot Ogden Medical Center<br>Elmira, NY<br>Crime Count: 0<br>Enrollment: 56<br>Rate per 1000 students: 0.0","Arnot Ogden Medical Center<br>Elmira, NY<br>Crime Count: 0<br>Enrollment: 56<br>Rate per 1000 students: 0.0","Arnot Ogden Medical Center<br>Elmira, NY<br>Crime Count: 1<br>Enrollment: 56<br>Rate per 1000 students: 17.9","Arnot Ogden Medical Center<br>Elmira, NY<br>Crime Count: 0<br>Enrollment: 56<br>Rate per 1000 students: 0.0"
952,Bard College,Main Campus,30 Campus Road,Red Hook,NY,12571,2,"Private nonprofit, 4-year or above",975,1329,2304,4,0,0,2,"30 Campus Road, Red Hook, NY, 12571","[42.0192458, -73.9072343]",42.0192458,-73.9072343,0.9,0,0,1.7,"Bard College<br>Red Hook, NY<br>Crime Count: 2<br>Enrollment: 2304<br>Rate per 1000 students: 0.9","Bard College<br>Red Hook, NY<br>Crime Count: 0<br>Enrollment: 2304<br>Rate per 1000 students: 0.0","Bard College<br>Red Hook, NY<br>Crime Count: 0<br>Enrollment: 2304<br>Rate per 1000 students: 0.0","Bard College<br>Red Hook, NY<br>Crime Count: 4<br>Enrollment: 2304<br>Rate per 1000 students: 1.7"
953,Barnard College,Main Campus,3009 BROADWAY,NEW YORK,NY,100276598,2,"Private nonprofit, 4-year or above",3,2507,2510,2,0,0,0,"3009 BROADWAY, NEW YORK, NY, 100276598","[40.809974, -73.962904]",40.809974,-73.962904,0,0,0,0.8,"Barnard College<br>New York, NY<br>Crime Count: 0<br>Enrollment: 2510<br>Rate per 1000 students: 0.0","Barnard College<br>New York, NY<br>Crime Count: 0<br>Enrollment: 2510<br>Rate per 1000 students: 0.0","Barnard College<br>New York, NY<br>Crime Count: 0<br>Enrollment: 2510<br>Rate per 1000 students: 0.0","Barnard College<br>New York, NY<br>Crime Count: 2<br>Enrollment: 2510<br>Rate per 1000 students: 0.8"
954,Berkeley College-New York,Main Campus,3 E 43rd STREET,NEW YORK,NY,10017,3,"Private for-profit, 4-year or above",1514,2762,4276,0,0,0,1,"3 E 43rd STREET, NEW YORK, NY, 10017","[40.7539196, -73.9795019]",40.7539196,-73.9795019,0.2,0,0,0,"Berkeley College-New York<br>New York, NY<br>Crime Count: 1<br>Enrollment: 4276<br>Rate per 1000 students: 0.2","Berkeley College-New York<br>New York, NY<br>Crime Count: 0<br>Enrollment: 4276<br>Rate per 1000 students: 0.0","Berkeley College-New York<br>New York, NY<br>Crime Count: 0<br>Enrollment: 4276<br>Rate per 1000 students: 0.0","Berkeley College-New York<br>New York, NY<br>Crime Count: 0<br>Enrollment: 4276<br>Rate per 1000 students: 0.0"
955,Briarcliffe College,Briarcliffe College - Bohemia Campus,640 Johnson Street,Bohemia,NY,11716,3,"Private for-profit, 4-year or above",167,353,520,0,1,0,0,"640 Johnson Street, Bohemia, NY, 11716","[40.7811793, -73.0978007]",40.7811793,-73.0978007,0,0,1.9,0,"Briarcliffe College<br>Bohemia, NY<br>Crime Count: 0<br>Enrollment: 520<br>Rate per 1000 students: 0.0","Briarcliffe College<br>Bohemia, NY<br>Crime Count: 0<br>Enrollment: 520<br>Rate per 1000 students: 0.0","Briarcliffe College<br>Bohemia, NY<br>Crime Count: 1<br>Enrollment: 520<br>Rate per 1000 students: 1.9","Briarcliffe College<br>Bohemia, NY<br>Crime Count: 0<br>Enrollment: 520<br>Rate per 1000 students: 0.0"
956,SUNY Broome Community College,Main Campus,907 Upper Front Street,Binghamton,NY,13905,4,"Public, 2-year",2483,3219,5702,0,1,0,0,"907 Upper Front Street, Binghamton, NY, 13905","[42.13518250000001, -75.9124811]",42.1351825,-75.9124811,0,0,0.2,0,"SUNY Broome Community College<br>Binghamton, NY<br>Crime Count: 0<br>Enrollment: 5702<br>Rate per 1000 students: 0.0","SUNY Broome Community College<br>Binghamton, NY<br>Crime Count: 0<br>Enrollment: 5702<br>Rate per 1000 students: 0.0","SUNY Broome Community College<br>Binghamton, NY<br>Crime Count: 1<br>Enrollment: 5702<br>Rate per 1000 students: 0.2","SUNY Broome Community College<br>Binghamton, NY<br>Crime Count: 0<br>Enrollment: 5702<br>Rate per 1000 students: 0.0"
957,Canisius College,Main Campus,2001 MAIN ST,BUFFALO,NY,142081098,2,"Private nonprofit, 4-year or above",1694,2040,3734,1,2,1,0,"2001 MAIN ST, BUFFALO, NY, 142081098","[42.9272065, -78.8528401]",42.9272065,-78.8528401,0,0.3,0.5,0.3,"Canisius College<br>Buffalo, NY<br>Crime Count: 0<br>Enrollment: 3734<br>Rate per 1000 students: 0.0","Canisius College<br>Buffalo, NY<br>Crime Count: 1<br>Enrollment: 3734<br>Rate per 1000 students: 0.3","Canisius College<br>Buffalo, NY<br>Crime Count: 2<br>Enrollment: 3734<br>Rate per 1000 students: 0.5","Canisius College<br>Buffalo, NY<br>Crime Count: 1<br>Enrollment: 3734<br>Rate per 1000 students: 0.3"
958,Cazenovia College,Main Campus,22 Sullivan St,CAZENOVIA,NY,13035,2,"Private nonprofit, 4-year or above",287,755,1042,2,0,0,0,"22 Sullivan St, CAZENOVIA, NY, 13035","[42.9318974, -75.8531685]",42.9318974,-75.8531685,0,0,0,1.9,"Cazenovia College<br>Cazenovia, NY<br>Crime Count: 0<br>Enrollment: 1042<br>Rate per 1000 students: 0.0","Cazenovia College<br>Cazenovia, NY<br>Crime Count: 0<br>Enrollment: 1042<br>Rate per 1000 students: 0.0","Cazenovia College<br>Cazenovia, NY<br>Crime Count: 0<br>Enrollment: 1042<br>Rate per 1000 students: 0.0","Cazenovia College<br>Cazenovia, NY<br>Crime Count: 2<br>Enrollment: 1042<br>Rate per 1000 students: 1.9"
959,Clarkson University,Main Campus,8 Clarkson Ave.,POTSDAM,NY,136995557,2,"Private nonprofit, 4-year or above",2974,1410,4384,6,0,0,0,"8 Clarkson Ave., POTSDAM, NY, 136995557","[44.6636149, -74.9974438]",44.6636149,-74.9974438,0,0,0,1.4,"Clarkson University<br>Potsdam, NY<br>Crime Count: 0<br>Enrollment: 4384<br>Rate per 1000 students: 0.0","Clarkson University<br>Potsdam, NY<br>Crime Count: 0<br>Enrollment: 4384<br>Rate per 1000 students: 0.0","Clarkson University<br>Potsdam, NY<br>Crime Count: 0<br>Enrollment: 4384<br>Rate per 1000 students: 0.0","Clarkson University<br>Potsdam, NY<br>Crime Count: 6<br>Enrollment: 4384<br>Rate per 1000 students: 1.4"
960,Clinton Community College,Clinton Community College,136 CLINTON POINT DR,PLATTSBURGH,NY,12901,4,"Public, 2-year",706,905,1611,1,0,0,0,"136 CLINTON POINT DR, PLATTSBURGH, NY, 12901","[44.64819199999999, -73.439933]",44.648192,-73.439933,0,0,0,0.6,"Clinton Community College<br>Plattsburgh, NY<br>Crime Count: 0<br>Enrollment: 1611<br>Rate per 1000 students: 0.0","Clinton Community College<br>Plattsburgh, NY<br>Crime Count: 0<br>Enrollment: 1611<br>Rate per 1000 students: 0.0","Clinton Community College<br>Plattsburgh, NY<br>Crime Count: 0<br>Enrollment: 1611<br>Rate per 1000 students: 0.0","Clinton Community College<br>Plattsburgh, NY<br>Crime Count: 1<br>Enrollment: 1611<br>Rate per 1000 students: 0.6"
961,Colgate University,Main Campus,13 OAK DR,HAMILTON,NY,133461398,2,"Private nonprofit, 4-year or above",1303,1587,2890,4,2,0,2,"13 OAK DR, HAMILTON, NY, 133461398","[42.8194545, -75.53639919999999]",42.8194545,-75.5363992,0.7,0,0.7,1.4,"Colgate University<br>Hamilton, NY<br>Crime Count: 2<br>Enrollment: 2890<br>Rate per 1000 students: 0.7","Colgate University<br>Hamilton, NY<br>Crime Count: 0<br>Enrollment: 2890<br>Rate per 1000 students: 0.0","Colgate University<br>Hamilton, NY<br>Crime Count: 2<br>Enrollment: 2890<br>Rate per 1000 students: 0.7","Colgate University<br>Hamilton, NY<br>Crime Count: 4<br>Enrollment: 2890<br>Rate per 1000 students: 1.4"
962,Columbia University in the City of New York,Morningside Campus,116 ST AND BROADWAY,NEW YORK,NY,10027,2,"Private nonprofit, 4-year or above",14351,15021,29372,12,6,0,1,"116 ST AND BROADWAY, NEW YORK, NY, 10027","[40.8079932, -73.9638331]",40.8079932,-73.9638331,0,0,0.2,0.4,"Columbia University in the City of New York<br>New York, NY<br>Crime Count: 1<br>Enrollment: 29372<br>Rate per 1000 students: 0.0","Columbia University in the City of New York<br>New York, NY<br>Crime Count: 0<br>Enrollment: 29372<br>Rate per 1000 students: 0.0","Columbia University in the City of New York<br>New York, NY<br>Crime Count: 6<br>Enrollment: 29372<br>Rate per 1000 students: 0.2","Columbia University in the City of New York<br>New York, NY<br>Crime Count: 12<br>Enrollment: 29372<br>Rate per 1000 students: 0.4"
963,Cooper Union for the Advancement of Science and Art,Main Campus,7 East 7th Street,NEW YORK,NY,100037120,2,"Private nonprofit, 4-year or above",645,319,964,1,0,1,0,"7 East 7th Street, NEW YORK, NY, 100037120","[40.7294081, -73.9904866]",40.7294081,-73.9904866,0,1,0,1,"Cooper Union for the Advancement of Science and Art<br>New York, NY<br>Crime Count: 0<br>Enrollment: 964<br>Rate per 1000 students: 0.0","Cooper Union for the Advancement of Science and Art<br>New York, NY<br>Crime Count: 1<br>Enrollment: 964<br>Rate per 1000 students: 1.0","Cooper Union for the Advancement of Science and Art<br>New York, NY<br>Crime Count: 0<br>Enrollment: 964<br>Rate per 1000 students: 0.0","Cooper Union for the Advancement of Science and Art<br>New York, NY<br>Crime Count: 1<br>Enrollment: 964<br>Rate per 1000 students: 1.0"
964,Cornell University,Endowed and Contract College Campuses,G-2 Barton Hall Cornell University,ITHACA,NY,148531701,2,"Private nonprofit, 4-year or above",11311,11008,22319,17,3,1,6,"G-2 Barton Hall Cornell University, ITHACA, NY, 148531701","[42.4459844, -76.48060430000001]",42.4459844,-76.4806043,0.3,0,0.1,0.8,"Cornell University<br>Ithaca, NY<br>Crime Count: 6<br>Enrollment: 22319<br>Rate per 1000 students: 0.3","Cornell University<br>Ithaca, NY<br>Crime Count: 1<br>Enrollment: 22319<br>Rate per 1000 students: 0.0","Cornell University<br>Ithaca, NY<br>Crime Count: 3<br>Enrollment: 22319<br>Rate per 1000 students: 0.1","Cornell University<br>Ithaca, NY<br>Crime Count: 17<br>Enrollment: 22319<br>Rate per 1000 students: 0.8"
965,Pomeroy College of Nursing at Crouse Hospital,Main Campus,736 IRVING AVE,SYRACUSE,NY,132101687,5,"Private nonprofit, 2-year",25,205,230,0,0,0,5,"736 IRVING AVE, SYRACUSE, NY, 132101687","[43.04141509999999, -76.1383371]",43.0414151,-76.1383371,21.7,0,0,0,"Pomeroy College of Nursing at Crouse Hospital<br>Syracuse, NY<br>Crime Count: 5<br>Enrollment: 230<br>Rate per 1000 students: 21.7","Pomeroy College of Nursing at Crouse Hospital<br>Syracuse, NY<br>Crime Count: 0<br>Enrollment: 230<br>Rate per 1000 students: 0.0","Pomeroy College of Nursing at Crouse Hospital<br>Syracuse, NY<br>Crime Count: 0<br>Enrollment: 230<br>Rate per 1000 students: 0.0","Pomeroy College of Nursing at Crouse Hospital<br>Syracuse, NY<br>Crime Count: 0<br>Enrollment: 230<br>Rate per 1000 students: 0.0"
966,Culinary Institute of America,The Culinary Institute of America - Main Campus,1946 Campus Drive,Hyde Park,NY,12538,2,"Private nonprofit, 4-year or above",1353,1440,2793,6,9,0,0,"1946 Campus Drive, Hyde Park, NY, 12538","[41.7457259, -73.93276740000002]",41.7457259,-73.9327674,0,0,3.2,2.1,"Culinary Institute of America<br>Hyde Park, NY<br>Crime Count: 0<br>Enrollment: 2793<br>Rate per 1000 students: 0.0","Culinary Institute of America<br>Hyde Park, NY<br>Crime Count: 0<br>Enrollment: 2793<br>Rate per 1000 students: 0.0","Culinary Institute of America<br>Hyde Park, NY<br>Crime Count: 9<br>Enrollment: 2793<br>Rate per 1000 students: 3.2","Culinary Institute of America<br>Hyde Park, NY<br>Crime Count: 6<br>Enrollment: 2793<br>Rate per 1000 students: 2.1"
