UNITID_P,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,MURD13,NEG_M13,FORCIB13,NONFOR13,ROBBE13,AGG_A13,BURGLA13,VEHIC13,ARSON13,MURD14,NEG_M14,RAPE14,FONDL14,INCES14,STATR14,ROBBE14,AGG_A14,BURGLA14,VEHIC14,ARSON14,MURD15,NEG_M15,RAPE15,FONDL15,INCES15,STATR15,ROBBE15,AGG_A15,BURGLA15,VEHIC15,ARSON15,FILTER13,FILTER14,FILTER15
221768007,The University of Tennessee-Martin,Parsons Center,535 Tennessee Ave South,Parsons,TN,38263,1,"Public, 4-year or above",2823,4004,6827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
221768008,The University of Tennessee-Martin,Ripley Center,315 S. Washington Street,Ripley,TN,38063,1,"Public, 4-year or above",2823,4004,6827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
221768009,The University of Tennessee-Martin,Selmer Center,1269 Tennessee Ave,Selmer,TN,38375,1,"Public, 4-year or above",2823,4004,6827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
221795001,Fountainhead College of Technology,Main Campus,3203 Tazewell Pike,KNOXVILLE,TN,37918,3,"Private for-profit, 4-year or above",78,16,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
221829001,Tennessee School of Beauty of Knoxville Inc,Main Campus,4704 WESTERN AVE,KNOXVILLE,TN,37921,9,"Private for-profit, less-than 2-year",7,204,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
221838001,Tennessee State University,Main Campus,3500 JOHN MERRITT BLVD.,NASHVILLE,TN,372091561,1,"Public, 4-year or above",3551,5616,9167,0,0,3,0,12,2,36,2,0,0,0,2,0,0,0,12,10,18,1,0,1,0,2,1,0,0,6,7,16,2,1,1,1,1
221847001,Tennessee Technological University,Tennessee Technological University,1 William L. Jones Drive,COOKEVILLE,TN,385050001,1,"Public, 4-year or above",6019,4881,10900,0,0,1,0,1,0,21,3,0,0,0,1,1,0,0,0,0,18,0,1,0,0,3,3,0,0,0,6,16,2,0,1,1,1
221847004,Tennessee Technological University,Appalachian Center for Crafts,1560 Craft Center Drive,Smithville,TN,37166,1,"Public, 4-year or above",6019,4881,10900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
221847008,Tennessee Technological University,Shipley Farm / Ag Pavilion,2390 Gainesboro Grade,Cookeville,TN,38501,1,"Public, 4-year or above",6019,4881,10900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
221892001,Trevecca Nazarene University,Main Campus,333 MURFREESBORO RD,NASHVILLE,TN,37210,2,"Private nonprofit, 4-year or above",1010,1630,2640,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,5,0,0,1,1,1
221908001,Northeast State Community College,Main Campus,2425 HWY 75,BLOUNTVILLE,TN,376170246,4,"Public, 2-year",2924,3160,6084,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
221908004,Northeast State Community College,Northeast State at Elizabethton,386 Highway 91,Elizabethton,TN,37643,4,"Public, 2-year",2924,3160,6084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
221908005,Northeast State Community College,Northeast State at Gray,120 Dillon Court,Gray,TN,37615,4,"Public, 2-year",2924,3160,6084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
221908006,Northeast State Community College,Northeast State at Kingsport,300 West Main Street,Kingsport,TN,37660,4,"Public, 2-year",2924,3160,6084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
221908007,Northeast State Community College,Northeast State at Bristol,620 State Street,Bristol,TN,37620,4,"Public, 2-year",2924,3160,6084,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
221953001,Tusculum College,Main Campus,60 Shiloh Road,Greeneville,TN,37743,2,"Private nonprofit, 4-year or above",791,1018,1809,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,0,0,13,1,0,0,0,1,0,0,0,0,2,6,0,1,1,1,1
221971001,Union University,Main Campus,1050 UNION UNIVERSITY DR,JACKSON,TN,383059901,2,"Private nonprofit, 4-year or above",1350,2233,3583,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
221980001,New Concepts School of Cosmetology,Main Campus,1412 South Lee Highway,Cleveland,TN,37311,9,"Private for-profit, less-than 2-year",3,44,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
221999001,Vanderbilt University,Main Campus,2101 WEST END AVENUE,NASHVILLE,TN,37240,2,"Private nonprofit, 4-year or above",5855,6712,12567,0,0,17,0,5,9,10,5,0,0,0,16,7,0,0,1,10,5,4,1,0,0,15,8,0,0,2,21,3,1,0,1,1,1
222026001,Volunteer Beauty Academy-Dyersburg,Main Campus,395 US Hwy 51 Bypass N Suite A,DYERSBURG,TN,38024,9,"Private for-profit, less-than 2-year",1,49,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222053001,Volunteer State Community College,Gallatin Campus,1480 NASHVILLE PKE,GALLATIN,TN,370663188,4,"Public, 2-year",3274,4824,8098,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
222053002,Volunteer State Community College,Highland Crest Campus,150 Laureate Ave,Springfield,TN,37172,4,"Public, 2-year",3274,4824,8098,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
222053003,Volunteer State Community College,Livingston Campus,113 Windle Community Road,Livingston,TN,38570,4,"Public, 2-year",3274,4824,8098,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
222062001,Walters State Community College,Walters State Community College - Morristown,500 S. Davy Crockett Parkway,Morristown,TN,378136899,4,"Public, 2-year",2332,3615,5947,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
222062002,Walters State Community College,"Walters State Greeneville, Greene County Campus",215 N. College Street,Greeneville,TN,37843,4,"Public, 2-year",2332,3615,5947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222062003,Walters State Community College,"Walters State Sevierville, Sevier County Campus",1720 Old Newport Hwy.,Sevierville,TN,37876,4,"Public, 2-year",2332,3615,5947,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222062004,Walters State Community College,"Walters State, Claiborne County Campus",1325 Claiborne Street,Tazewell,TN,37879,4,"Public, 2-year",2332,3615,5947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222062005,Walters State Community College,"Walters State, White Pine",1615 Pavillion Drive,White Pine,TN,37890,4,"Public, 2-year",2332,3615,5947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222099001,West Tennessee Business College,West Tennessee Business College,1186 HWY 45 BYPASS,JACKSON,TN,38301,6,"Private for-profit, 2-year",11,186,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222105001,William Moore College of Technology,Main Campus,1200 Poplar Ave,Memphis,TN,381047240,5,"Private nonprofit, 2-year",259,10,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222178001,Abilene Christian University,MAIN - ABILENE CAMPUS,1600 Campus Court,ABILENE,TX,79601,2,"Private nonprofit, 4-year or above",1823,2721,4544,0,0,0,0,0,1,3,1,0,0,0,2,1,0,0,0,0,9,4,1,0,0,1,3,0,0,0,0,11,0,0,1,1,1
222178002,Abilene Christian University,ACU- City Square Dallas,511 N. Akard,Dallas,TX,75201,2,"Private nonprofit, 4-year or above",1823,2721,4544,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222567001,Alvin Community College,Alvin Community College,3110 MUSTANG RD,ALVIN,TX,775114898,4,"Public, 2-year",2265,2849,5114,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
222576001,Amarillo College,Washington Street Campus,2201 S. WASHINGTON,AMARILLO,TX,79178,4,"Public, 2-year",3783,6153,9936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222576002,Amarillo College,Amarillo College East Campus,1911 J avenue,Amarillo,TX,79111,4,"Public, 2-year",3783,6153,9936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222576003,Amarillo College,Amarillo College West Campus,6222 sw 9th,Amarillo,TX,79106,4,"Public, 2-year",3783,6153,9936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
222576004,Amarillo College,Amarillo College Polk street Campus,1314 S. Polk,Amarillo,TX,79101,4,"Public, 2-year",3783,6153,9936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222576005,Amarillo College,Amarillo College Community Link,2412 N. Grand,Amarillo,TX,79107,4,"Public, 2-year",3783,6153,9936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222576006,Amarillo College,Moore County Campus,1220 E. 1st,Dumas,TX,79029,4,"Public, 2-year",3783,6153,9936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222576007,Amarillo College,Amarillo College Hereford Campus,241 AVE H,Hereford,TX,79045,4,"Public, 2-year",3783,6153,9936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222822001,Angelina College,ANGELINA COLLEGE,3500 HWY 59 SOUTH,LUFKIN,TX,75904,4,"Public, 2-year",1936,3205,5141,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222831001,Angelo State University,Main Campus,2601 W. Ave N,San Angelo,TX,76909,1,"Public, 4-year or above",3572,4911,8483,0,0,3,0,0,1,5,1,0,0,0,5,1,0,0,0,0,2,0,0,0,0,4,1,0,0,0,0,3,0,0,1,1,1
222877001,Arlington Baptist College,Main Campus,3001 W DIVISION ST,ARLINGTON,TX,760123425,2,"Private nonprofit, 4-year or above",131,73,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222886001,Arlington Career Institute,Main Campus,901 AVE K,GRAND PRAIRIE,TX,75050,6,"Private for-profit, 2-year",11,225,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222938001,The Art Institute of Houston,The Art Institute of Houston,4140 Southwest Freeway,HOUSTON,TX,770279625,3,"Private for-profit, 4-year or above",835,807,1642,0,0,0,0,4,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222938002,The Art Institute of Houston,The Art Institute of Houston - North,10740 North Gessner Drive,Houston,TX,77064,3,"Private for-profit, 4-year or above",835,807,1642,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222983001,Austin College,Main Campus,900 N GRAND AVE,SHERMAN,TX,750904400,2,"Private nonprofit, 4-year or above",596,659,1255,0,0,1,0,0,0,2,0,1,0,0,1,2,0,0,0,4,2,1,0,0,0,7,3,0,0,0,4,3,2,0,1,1,1
222992001,Austin Community College District,Highland Business Center,5930 Middle Fiskville Road,Austin,TX,78752,4,"Public, 2-year",18699,22875,41574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222992002,Austin Community College District,Cypress Creek,1555 Cypress Creek Road,Cedar Park,TX,78613,4,"Public, 2-year",18699,22875,41574,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222992003,Austin Community College District,Northridge Campus,11928 Stonehollow Drive,Austin,TX,78758,4,"Public, 2-year",18699,22875,41574,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222992005,Austin Community College District,Pinnacle Campus,7748 Highway 290 West,Austin,TX,78736,4,"Public, 2-year",18699,22875,41574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222992006,Austin Community College District,Rio Grande Campus,1212 Rio Grande Street,Austin,TX,78701,4,"Public, 2-year",18699,22875,41574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
222992007,Austin Community College District,Riverside Campus,1020 Grove Blvd.,Austin,TX,78741,4,"Public, 2-year",18699,22875,41574,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222992009,Austin Community College District,Eastview Campus,3401 Weberville Road,Austin,TX,78702,4,"Public, 2-year",18699,22875,41574,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222992013,Austin Community College District,South Austin Campus,1820 West Stassney Lane,Austin,TX,78745,4,"Public, 2-year",18699,22875,41574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222992014,Austin Community College District,Round Rock Campus,4400 College Park Drive,Round Rock,TX,78665,4,"Public, 2-year",18699,22875,41574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222992021,Austin Community College District,Lockhart Center,#1 Lion Country Dr,Lockhart,TX,78644,4,"Public, 2-year",18699,22875,41574,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222992025,Austin Community College District,San Marcos Goodnight Center,1331 State Hwy 123,San Marcos,TX,78666,4,"Public, 2-year",18699,22875,41574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222992026,Austin Community College District,Fire Academy,4800F Shaw Ln,Austin,TX,78744,4,"Public, 2-year",18699,22875,41574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222992027,Austin Community College District,Clinical Education Center,1400 N. IH 35,Austin,TX,78701,4,"Public, 2-year",18699,22875,41574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
222992029,Austin Community College District,Elgin Campus,1501 West US Hwy 290,Elgin,TX,78621,4,"Public, 2-year",18699,22875,41574,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
222992030,Austin Community College District,Hays Campus,1200 Kohlers Crossing,Kyle,TX,78640,4,"Public, 2-year",18699,22875,41574,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
222992031,Austin Community College District,Highland Campus,6403 Airport Blvd.,Austin,TX,78752,4,"Public, 2-year",18699,22875,41574,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1,0,0,0,1
223001001,Austin Presbyterian Theological Seminary,Main Campus,100 E 27TH ST,AUSTIN,TX,78705,2,"Private nonprofit, 4-year or above",69,90,159,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
223056001,Baldwin Beauty School-South Austin,Main Campus,3005 S LAMAR,AUSTIN,TX,787044785,9,"Private for-profit, less-than 2-year",1,42,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1
223083001,Baptist Health System School of Health Professions,Main campus,8400 Datapoint Drive,San Antonio,TX,782293234,3,"Private for-profit, 4-year or above",128,558,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
223117001,Baptist Missionary Association Theological Seminary,Baptist Missionary Association Theologi,1530 E PINE ST,JACKSONVILLE,TX,757665407,2,"Private nonprofit, 4-year or above",109,24,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
223223001,Baylor College of Medicine,Baylor College of Medicine,"One Baylor Plaza, MS: BCM111",Houston,TX,770303411,2,"Private nonprofit, 4-year or above",758,814,1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
223232001,Baylor University,Main Campus,One Bear Place #97090,WACO,TX,767987090,2,"Private nonprofit, 4-year or above",7373,9414,16787,0,0,6,0,0,1,4,3,0,0,0,5,1,0,0,0,3,17,2,0,0,0,23,3,0,0,0,5,14,7,1,1,1,1
223232002,Baylor University,Baylor University School of Nursing,3700 Worth St.,Dallas,TX,75246,2,"Private nonprofit, 4-year or above",7373,9414,16787,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
223232003,Baylor University,Baylor in New York,41-34 Crescent Street,Long Island City,NY,11101,2,"Private nonprofit, 4-year or above",7373,9414,16787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
223232004,Baylor University,Diana R. Garland Waco School of Social Work,811 Washington Ave,WACO,TX,76701,2,"Private nonprofit, 4-year or above",7373,9414,16787,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
223232005,Baylor University,Baylor Executive MBA Program-Austin,"3107 Oak Creek Drive, Suite 240",Austin,TX,78727,2,"Private nonprofit, 4-year or above",7373,9414,16787,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
223232006,Baylor University,Baylor Executive MBA Program-Dallas,12230 Preston Road,Dallas,TX,75230,2,"Private nonprofit, 4-year or above",7373,9414,16787,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
223320001,Coastal Bend College,Beeville Campus,3800 CHARCO RD,BEEVILLE,TX,78102,4,"Public, 2-year",1774,2676,4450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
223320002,Coastal Bend College,Alice Center,704 Coyote Trail,Alice,TX,78332,4,"Public, 2-year",1774,2676,4450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
223320003,Coastal Bend College,Kingsville Campus,1814  S. Brahma Blvd,Kingsville,TX,78363,4,"Public, 2-year",1774,2676,4450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
223320004,Coastal Bend College,Pleasanton Campus,1411 Bensdale,Pleasanton,TX,78064,4,"Public, 2-year",1774,2676,4450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1
223427001,Blinn College,Main Campus,902 COLLEGE AVE,BRENHAM,TX,778334098,4,"Public, 2-year",9697,10083,19780,0,0,0,0,1,0,13,0,0,0,0,1,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,13,0,0,1,1,1
223427002,Blinn College,Schulenburg,100 Ranger Drive,Schulenburg,TX,78956,4,"Public, 2-year",9697,10083,19780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
223427003,Blinn College,Bryan,2423 Blinn Blvd.,Bryan,TX,77805,4,"Public, 2-year",9697,10083,19780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
223427004,Blinn College,Sealy,3701 Outlet Center Drive,Sealy,TX,77474,4,"Public, 2-year",9697,10083,19780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
223463001,Remington College-Dallas Campus,Remington College (Dallas Campus),1800 EASTGATE DR,GARLAND,TX,75041,2,"Private nonprofit, 4-year or above",263,627,890,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
223472001,Vet Tech Institute of Houston,Vet Tech Institute of Houston,4669 SOUTHWEST FWY STE 100,HOUSTON,TX,77027,6,"Private for-profit, 2-year",21,233,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
223506001,Brazosport College,Brazosport College,500 COLLEGE DR,LAKE JACKSON,TX,775663199,1,"Public, 4-year or above",2156,2065,4221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
223524001,Brookhaven College,BROOKHAVEN COLLEGE,3939 VALLEY VIEW LN,FARMERS BRANCH,TX,752444997,4,"Public, 2-year",4582,5971,10553,0,0,2,0,0,0,7,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,1,0,1,1,1
223773001,Cedar Valley College,Cedar Valley College,3030 NORTH DALLAS AVE,LANCASTER,TX,751343799,4,"Public, 2-year",2273,3362,5635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
223816001,Central Texas College,Main Campus,6200 West Central Texas Expressway,KILLEEN,TX,765401800,4,"Public, 2-year",10376,9186,19562,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
223816002,Central Texas College,Fort Hood,"Buildings 3200, 3201, 335",Fort Hood,TX,76544,4,"Public, 2-year",10376,9186,19562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
223816003,Central Texas College,Marble Falls,806 Steve Hawkins Pkwy,Marble Falls,TX,78654,4,"Public, 2-year",10376,9186,19562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
223852001,Charles and Sues School of Hair Design,Charles and Sue's School of Hair Design (223852),1711 BRIARCREST DR,BRYAN,TX,77802,9,"Private for-profit, less-than 2-year",0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
223898001,Cisco College,Main Campus,101 College Heights,Cisco,TX,76437,4,"Public, 2-year",1391,2217,3608,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
223898002,Cisco College,Abilene Campus,717 East Industrial Blvd.,Abilene,TX,79602,4,"Public, 2-year",1391,2217,3608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
223922001,Clarendon College,Clarendon College,1122 College Drive / P.O. Box 968,CLARENDON,TX,792260968,4,"Public, 2-year",553,793,1346,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
223922002,Clarendon College,Pampa Center,1601 West Kentucky Avenue,Pampa,TX,79065,4,"Public, 2-year",553,793,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
223922003,Clarendon College,Childress Center,1902 Avenue G NW Suite 1,Childress,TX,79201,4,"Public, 2-year",553,793,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
223922004,Clarendon College,Amarillo Center,3211 SW 26th Avenue,Amarillo,TX,79109,4,"Public, 2-year",553,793,1346,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
224004001,Concordia University-Texas,Concordia University Texas,11400 Concordia University Drive,AUSTIN,TX,78726,2,"Private nonprofit, 4-year or above",903,1656,2559,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,1
224004002,Concordia University-Texas,Houston Center,800 Houston Avenue,Houston,TX,77007,2,"Private nonprofit, 4-year or above",903,1656,2559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
224004003,Concordia University-Texas,San Antonio,8626 Tesoro Dr. Suite 112,San Antonio,TX,78217,2,"Private nonprofit, 4-year or above",903,1656,2559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
224004004,Concordia University-Texas,DFW Center,"2080 N. Highway 360, Ste. 400",Grand Prairie,TX,75050,2,"Private nonprofit, 4-year or above",903,1656,2559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
