,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE16,FONDL16,ROBBE16,AGG_A16,geo_address,lat_lng,lat,long,Assault,Robbery,Fondling,Rape,AGG_A16_hover_text,ROBBE16_hover_text,FONDL16_hover_text,RAPE16_hover_text
212,Northern Arizona University,NAU - Paradise Valley,18401 North 32nd St,Phoenix,AZ,85032,1,"Public, 4-year or above",12014.0,18347.0,30361.0,0,0,0,1,"18401 North 32nd St, Phoenix, AZ, 85032","[33.6515587, -112.0107791]",33.6515587,-112.0107791,0.0,0.0,0.0,0.0,"Northern Arizona University<br>Phoenix, AZ<br>Crime Count: 1<br>Enrollment: 30361<br>Rate per 1000 students: 0.0","Northern Arizona University<br>Phoenix, AZ<br>Crime Count: 0<br>Enrollment: 30361<br>Rate per 1000 students: 0.0","Northern Arizona University<br>Phoenix, AZ<br>Crime Count: 0<br>Enrollment: 30361<br>Rate per 1000 students: 0.0","Northern Arizona University<br>Phoenix, AZ<br>Crime Count: 0<br>Enrollment: 30361<br>Rate per 1000 students: 0.0"
218,Northern Arizona University,NAU - Thatcher Campus,615 North Stadium Dr,Thatcher,AZ,85552,1,"Public, 4-year or above",12014.0,18347.0,30361.0,0,0,0,1,"615 North Stadium Dr, Thatcher, AZ, 85552","[32.8433772, -109.7618877]",32.8433772,-109.7618877,0.0,0.0,0.0,0.0,"Northern Arizona University<br>Thatcher, AZ<br>Crime Count: 1<br>Enrollment: 30361<br>Rate per 1000 students: 0.0","Northern Arizona University<br>Thatcher, AZ<br>Crime Count: 0<br>Enrollment: 30361<br>Rate per 1000 students: 0.0","Northern Arizona University<br>Thatcher, AZ<br>Crime Count: 0<br>Enrollment: 30361<br>Rate per 1000 students: 0.0","Northern Arizona University<br>Thatcher, AZ<br>Crime Count: 0<br>Enrollment: 30361<br>Rate per 1000 students: 0.0"
246,Pima Community College,West Campus,2202 W. Anklam Rd.,Tucson,AZ,857090001,4,"Public, 2-year",11711.0,13245.0,24956.0,0,1,0,0,"2202 W. Anklam Rd., Tucson, AZ, 857090001","[32.2275798, -111.0165142]",32.2275798,-111.0165142,0.0,0.0,0.0,0.0,"Pima Community College<br>Tucson, AZ<br>Crime Count: 0<br>Enrollment: 24956<br>Rate per 1000 students: 0.0","Pima Community College<br>Tucson, AZ<br>Crime Count: 0<br>Enrollment: 24956<br>Rate per 1000 students: 0.0","Pima Community College<br>Tucson, AZ<br>Crime Count: 1<br>Enrollment: 24956<br>Rate per 1000 students: 0.0","Pima Community College<br>Tucson, AZ<br>Crime Count: 0<br>Enrollment: 24956<br>Rate per 1000 students: 0.0"
247,Pima Community College,Downtown Campus,1255 N. Stone Ave.,Tucson,AZ,857073000,4,"Public, 2-year",11711.0,13245.0,24956.0,0,1,0,0,"1255 N. Stone Ave., Tucson, AZ, 857073000","[32.238063, -110.9729998]",32.238063,-110.9729998,0.0,0.0,0.0,0.0,"Pima Community College<br>Tucson, AZ<br>Crime Count: 0<br>Enrollment: 24956<br>Rate per 1000 students: 0.0","Pima Community College<br>Tucson, AZ<br>Crime Count: 0<br>Enrollment: 24956<br>Rate per 1000 students: 0.0","Pima Community College<br>Tucson, AZ<br>Crime Count: 1<br>Enrollment: 24956<br>Rate per 1000 students: 0.0","Pima Community College<br>Tucson, AZ<br>Crime Count: 0<br>Enrollment: 24956<br>Rate per 1000 students: 0.0"
249,Pima Community College,East Campus,8181 E. Irvington Rd.,Tucson,AZ,857094000,4,"Public, 2-year",11711.0,13245.0,24956.0,0,0,1,0,"8181 E. Irvington Rd., Tucson, AZ, 857094000","[32.1661534, -110.8181788]",32.1661534,-110.8181788,0.0,0.0,0.0,0.0,"Pima Community College<br>Tucson, AZ<br>Crime Count: 0<br>Enrollment: 24956<br>Rate per 1000 students: 0.0","Pima Community College<br>Tucson, AZ<br>Crime Count: 1<br>Enrollment: 24956<br>Rate per 1000 students: 0.0","Pima Community College<br>Tucson, AZ<br>Crime Count: 0<br>Enrollment: 24956<br>Rate per 1000 students: 0.0","Pima Community College<br>Tucson, AZ<br>Crime Count: 0<br>Enrollment: 24956<br>Rate per 1000 students: 0.0"
255,Pima Community College,29th Street Coalition Center,4355 S. Calle Aurora,Tucson,AZ,857095520,4,"Public, 2-year",11711.0,13245.0,24956.0,0,1,0,0,"4355 S. Calle Aurora, Tucson, AZ, 857095520","[32.198612, -110.8991119]",32.198612,-110.8991119,0.0,0.0,0.0,0.0,"Pima Community College<br>Tucson, AZ<br>Crime Count: 0<br>Enrollment: 24956<br>Rate per 1000 students: 0.0","Pima Community College<br>Tucson, AZ<br>Crime Count: 0<br>Enrollment: 24956<br>Rate per 1000 students: 0.0","Pima Community College<br>Tucson, AZ<br>Crime Count: 1<br>Enrollment: 24956<br>Rate per 1000 students: 0.0","Pima Community College<br>Tucson, AZ<br>Crime Count: 0<br>Enrollment: 24956<br>Rate per 1000 students: 0.0"
275,Scottsdale Community College,Main Campus,9000 E CHAPARRAL RD,SCOTTSDALE,AZ,85256,4,"Public, 2-year",4450.0,5101.0,9551.0,0,0,0,1,"9000 E CHAPARRAL RD, SCOTTSDALE, AZ, 85256","[33.5094473, -111.8811177]",33.5094473,-111.8811177,0.1,0.0,0.0,0.0,"Scottsdale Community College<br>Scottsdale, AZ<br>Crime Count: 1<br>Enrollment: 9551<br>Rate per 1000 students: 0.1","Scottsdale Community College<br>Scottsdale, AZ<br>Crime Count: 0<br>Enrollment: 9551<br>Rate per 1000 students: 0.0","Scottsdale Community College<br>Scottsdale, AZ<br>Crime Count: 0<br>Enrollment: 9551<br>Rate per 1000 students: 0.0","Scottsdale Community College<br>Scottsdale, AZ<br>Crime Count: 0<br>Enrollment: 9551<br>Rate per 1000 students: 0.0"
280,Universal Technical Institute of Arizona Inc,"Universal Technical Institute of Arizona, Inc.",10695 West Pierce Street,Avondale,AZ,85323,6,"Private for-profit, 2-year",1831.0,65.0,1896.0,0,1,0,1,"10695 West Pierce Street, Avondale, AZ, 85323","[33.4528335, -112.2877665]",33.4528335,-112.2877665,0.5,0.0,0.5,0.0,"Universal Technical Institute of Arizona Inc<br>Avondale, AZ<br>Crime Count: 1<br>Enrollment: 1896<br>Rate per 1000 students: 0.5","Universal Technical Institute of Arizona Inc<br>Avondale, AZ<br>Crime Count: 0<br>Enrollment: 1896<br>Rate per 1000 students: 0.0","Universal Technical Institute of Arizona Inc<br>Avondale, AZ<br>Crime Count: 1<br>Enrollment: 1896<br>Rate per 1000 students: 0.5","Universal Technical Institute of Arizona Inc<br>Avondale, AZ<br>Crime Count: 0<br>Enrollment: 1896<br>Rate per 1000 students: 0.0"
289,University of Arkansas at Little Rock,"University of Arkansas, Little Rock",2801 S UNIVERSITY AVE,LITTLE ROCK,AR,72204,1,"Public, 4-year or above",4649.0,7097.0,11746.0,0,1,0,0,"2801 S UNIVERSITY AVE, LITTLE ROCK, AR, 72204","[34.7216432, -92.3415717]",34.7216432,-92.3415717,0.0,0.0,0.1,0.0,"University of Arkansas at Little Rock<br>Little Rock, AR<br>Crime Count: 0<br>Enrollment: 11746<br>Rate per 1000 students: 0.0","University of Arkansas at Little Rock<br>Little Rock, AR<br>Crime Count: 0<br>Enrollment: 11746<br>Rate per 1000 students: 0.0","University of Arkansas at Little Rock<br>Little Rock, AR<br>Crime Count: 1<br>Enrollment: 11746<br>Rate per 1000 students: 0.1","University of Arkansas at Little Rock<br>Little Rock, AR<br>Crime Count: 0<br>Enrollment: 11746<br>Rate per 1000 students: 0.0"
295,Arkansas Baptist College,Arkansas Baptist College,1621 Martin Luther King Drive,LITTLE ROCK,AR,722026099,2,"Private nonprofit, 4-year or above",603.0,275.0,878.0,0,0,1,3,"1621 Martin Luther King Drive, LITTLE ROCK, AR, 722026099","[34.73486380000001, -92.29049680000001]",34.7348638,-92.2904968,3.4,1.1,0.0,0.0,"Arkansas Baptist College<br>Little Rock, AR<br>Crime Count: 3<br>Enrollment: 878<br>Rate per 1000 students: 3.4","Arkansas Baptist College<br>Little Rock, AR<br>Crime Count: 1<br>Enrollment: 878<br>Rate per 1000 students: 1.1","Arkansas Baptist College<br>Little Rock, AR<br>Crime Count: 0<br>Enrollment: 878<br>Rate per 1000 students: 0.0","Arkansas Baptist College<br>Little Rock, AR<br>Crime Count: 0<br>Enrollment: 878<br>Rate per 1000 students: 0.0"
296,Arkansas Beauty School-Little Rock,Main Campus,8521 Geyer Springs Road Unit 30,LITTLE ROCK,AR,72209,9,"Private for-profit, less-than 2-year",6.0,83.0,89.0,0,0,1,0,"8521 Geyer Springs Road Unit 30, LITTLE ROCK, AR, 72209","[34.67215330000001, -92.34333699999999]",34.6721533,-92.343337,0.0,11.2,0.0,0.0,"Arkansas Beauty School-Little Rock<br>Little Rock, AR<br>Crime Count: 0<br>Enrollment: 89<br>Rate per 1000 students: 0.0","Arkansas Beauty School-Little Rock<br>Little Rock, AR<br>Crime Count: 1<br>Enrollment: 89<br>Rate per 1000 students: 11.2","Arkansas Beauty School-Little Rock<br>Little Rock, AR<br>Crime Count: 0<br>Enrollment: 89<br>Rate per 1000 students: 0.0","Arkansas Beauty School-Little Rock<br>Little Rock, AR<br>Crime Count: 0<br>Enrollment: 89<br>Rate per 1000 students: 0.0"
299,Arkansas College of Barbering and Hair Design,Arkansas College of Barbering and Hair Design,200 E WASHINGTON AVE,NORTH LITTLE ROCK,AR,72114,9,"Private for-profit, less-than 2-year",78.0,53.0,131.0,0,0,0,1,"200 E WASHINGTON AVE, NORTH LITTLE ROCK, AR, 72114","[34.7538955, -92.2664629]",34.7538955,-92.2664629,7.6,0.0,0.0,0.0,"Arkansas College of Barbering and Hair Design<br>North Little Rock, AR<br>Crime Count: 1<br>Enrollment: 131<br>Rate per 1000 students: 7.6","Arkansas College of Barbering and Hair Design<br>North Little Rock, AR<br>Crime Count: 0<br>Enrollment: 131<br>Rate per 1000 students: 0.0","Arkansas College of Barbering and Hair Design<br>North Little Rock, AR<br>Crime Count: 0<br>Enrollment: 131<br>Rate per 1000 students: 0.0","Arkansas College of Barbering and Hair Design<br>North Little Rock, AR<br>Crime Count: 0<br>Enrollment: 131<br>Rate per 1000 students: 0.0"
300,Arkansas College of Barbering and Hair Design,Arkansas College of Barbering and Hair Design,9100 North Rodney Parham Road,Little Rock,AR,72205,9,"Private for-profit, less-than 2-year",78.0,53.0,131.0,0,0,0,1,"9100 North Rodney Parham Road, Little Rock, AR, 72205","[34.7600585, -92.3751362]",34.7600585,-92.3751362,7.6,0.0,0.0,0.0,"Arkansas College of Barbering and Hair Design<br>Little Rock, AR<br>Crime Count: 1<br>Enrollment: 131<br>Rate per 1000 students: 7.6","Arkansas College of Barbering and Hair Design<br>Little Rock, AR<br>Crime Count: 0<br>Enrollment: 131<br>Rate per 1000 students: 0.0","Arkansas College of Barbering and Hair Design<br>Little Rock, AR<br>Crime Count: 0<br>Enrollment: 131<br>Rate per 1000 students: 0.0","Arkansas College of Barbering and Hair Design<br>Little Rock, AR<br>Crime Count: 0<br>Enrollment: 131<br>Rate per 1000 students: 0.0"
302,University of Arkansas,Main Campus,ADMINISTRATION BLDG 422,FAYETTEVILLE,AR,727011201,1,"Public, 4-year or above",13052.0,14142.0,27194.0,5,2,1,3,"ADMINISTRATION BLDG 422, FAYETTEVILLE, AR, 727011201","[36.0699791, -94.17697249999999]",36.0699791,-94.1769725,0.1,0.0,0.1,0.2,"University of Arkansas<br>Fayetteville, AR<br>Crime Count: 3<br>Enrollment: 27194<br>Rate per 1000 students: 0.1","University of Arkansas<br>Fayetteville, AR<br>Crime Count: 1<br>Enrollment: 27194<br>Rate per 1000 students: 0.0","University of Arkansas<br>Fayetteville, AR<br>Crime Count: 2<br>Enrollment: 27194<br>Rate per 1000 students: 0.1","University of Arkansas<br>Fayetteville, AR<br>Crime Count: 5<br>Enrollment: 27194<br>Rate per 1000 students: 0.2"
308,Arkansas State University-Main Campus,Arkansas State University-Jonesboro,PO Box 10,State University,AR,72467,1,"Public, 4-year or above",5625.0,8460.0,14085.0,7,0,0,2,"PO Box 10, State University, AR, 72467","[35.8417002, -90.6768986]",35.8417002,-90.6768986,0.1,0.0,0.0,0.5,"Arkansas State University-Main Campus<br>State University, AR<br>Crime Count: 2<br>Enrollment: 14085<br>Rate per 1000 students: 0.1","Arkansas State University-Main Campus<br>State University, AR<br>Crime Count: 0<br>Enrollment: 14085<br>Rate per 1000 students: 0.0","Arkansas State University-Main Campus<br>State University, AR<br>Crime Count: 0<br>Enrollment: 14085<br>Rate per 1000 students: 0.0","Arkansas State University-Main Campus<br>State University, AR<br>Crime Count: 7<br>Enrollment: 14085<br>Rate per 1000 students: 0.5"
309,Arkansas Tech University,Main Campus,"1509 N. Boulder Ave., Room 210",RUSSELLVILLE,AR,728012222,1,"Public, 4-year or above",5259.0,6635.0,11894.0,0,0,2,3,"1509 N. Boulder Ave., Room 210, RUSSELLVILLE, AR, 728012222","[35.293514, -93.13465330000001]",35.293514,-93.1346533,0.3,0.2,0.0,0.0,"Arkansas Tech University<br>Russellville, AR<br>Crime Count: 3<br>Enrollment: 11894<br>Rate per 1000 students: 0.3","Arkansas Tech University<br>Russellville, AR<br>Crime Count: 2<br>Enrollment: 11894<br>Rate per 1000 students: 0.2","Arkansas Tech University<br>Russellville, AR<br>Crime Count: 0<br>Enrollment: 11894<br>Rate per 1000 students: 0.0","Arkansas Tech University<br>Russellville, AR<br>Crime Count: 0<br>Enrollment: 11894<br>Rate per 1000 students: 0.0"
318,University of Central Arkansas,Main Campus,201 DONAGHEY AVE,CONWAY,AR,720350001,1,"Public, 4-year or above",4406.0,7081.0,11487.0,4,0,0,3,"201 DONAGHEY AVE, CONWAY, AR, 720350001","[35.079147, -92.454256]",35.079147,-92.454256,0.3,0.0,0.0,0.3,"University of Central Arkansas<br>Conway, AR<br>Crime Count: 3<br>Enrollment: 11487<br>Rate per 1000 students: 0.3","University of Central Arkansas<br>Conway, AR<br>Crime Count: 0<br>Enrollment: 11487<br>Rate per 1000 students: 0.0","University of Central Arkansas<br>Conway, AR<br>Crime Count: 0<br>Enrollment: 11487<br>Rate per 1000 students: 0.0","University of Central Arkansas<br>Conway, AR<br>Crime Count: 4<br>Enrollment: 11487<br>Rate per 1000 students: 0.3"
329,Harding University,Main Campus,900 E. Center,Searcy,AR,72149,2,"Private nonprofit, 4-year or above",2462.0,3440.0,5902.0,1,0,1,1,"900 E. Center, Searcy, AR, 72149","[35.248695, -91.727037]",35.248695,-91.727037,0.2,0.2,0.0,0.2,"Harding University<br>Searcy, AR<br>Crime Count: 1<br>Enrollment: 5902<br>Rate per 1000 students: 0.2","Harding University<br>Searcy, AR<br>Crime Count: 1<br>Enrollment: 5902<br>Rate per 1000 students: 0.2","Harding University<br>Searcy, AR<br>Crime Count: 0<br>Enrollment: 5902<br>Rate per 1000 students: 0.0","Harding University<br>Searcy, AR<br>Crime Count: 1<br>Enrollment: 5902<br>Rate per 1000 students: 0.2"
340,Henderson State University,Henderson State University,1100 HENDERSON ST,ARKADELPHIA,AR,719990001,1,"Public, 4-year or above",1462.0,2089.0,3551.0,1,2,1,2,"1100 HENDERSON ST, ARKADELPHIA, AR, 719990001","[34.1261026, -93.05873]",34.1261026,-93.05873,0.6,0.3,0.6,0.3,"Henderson State University<br>Arkadelphia, AR<br>Crime Count: 2<br>Enrollment: 3551<br>Rate per 1000 students: 0.6","Henderson State University<br>Arkadelphia, AR<br>Crime Count: 1<br>Enrollment: 3551<br>Rate per 1000 students: 0.3","Henderson State University<br>Arkadelphia, AR<br>Crime Count: 2<br>Enrollment: 3551<br>Rate per 1000 students: 0.6","Henderson State University<br>Arkadelphia, AR<br>Crime Count: 1<br>Enrollment: 3551<br>Rate per 1000 students: 0.3"
342,Hendrix College,Main Campus,1600 WASHINGTON AVE,CONWAY,AR,720323080,2,"Private nonprofit, 4-year or above",633.0,695.0,1328.0,6,12,0,1,"1600 WASHINGTON AVE, CONWAY, AR, 720323080","[35.1015319, -92.4432029]",35.1015319,-92.4432029,0.8,0.0,9.0,4.5,"Hendrix College<br>Conway, AR<br>Crime Count: 1<br>Enrollment: 1328<br>Rate per 1000 students: 0.8","Hendrix College<br>Conway, AR<br>Crime Count: 0<br>Enrollment: 1328<br>Rate per 1000 students: 0.0","Hendrix College<br>Conway, AR<br>Crime Count: 12<br>Enrollment: 1328<br>Rate per 1000 students: 9.0","Hendrix College<br>Conway, AR<br>Crime Count: 6<br>Enrollment: 1328<br>Rate per 1000 students: 4.5"
367,Ouachita Baptist University,Main Campus,410 OUACHITA ST,ARKADELPHIA,AR,719980001,2,"Private nonprofit, 4-year or above",698.0,795.0,1493.0,1,0,0,0,"410 OUACHITA ST, ARKADELPHIA, AR, 719980001","[34.125017, -93.0527941]",34.125017,-93.0527941,0.0,0.0,0.0,0.7,"Ouachita Baptist University<br>Arkadelphia, AR<br>Crime Count: 0<br>Enrollment: 1493<br>Rate per 1000 students: 0.0","Ouachita Baptist University<br>Arkadelphia, AR<br>Crime Count: 0<br>Enrollment: 1493<br>Rate per 1000 students: 0.0","Ouachita Baptist University<br>Arkadelphia, AR<br>Crime Count: 0<br>Enrollment: 1493<br>Rate per 1000 students: 0.0","Ouachita Baptist University<br>Arkadelphia, AR<br>Crime Count: 1<br>Enrollment: 1493<br>Rate per 1000 students: 0.7"
374,University of the Ozarks,Main Campus,415 N. College Ave.,Clarksville,AR,72830,2,"Private nonprofit, 4-year or above",339.0,347.0,686.0,1,0,0,0,"415 N. College Ave., Clarksville, AR, 72830","[35.4758733, -93.4662254]",35.4758733,-93.4662254,0.0,0.0,0.0,1.5,"University of the Ozarks<br>Clarksville, AR<br>Crime Count: 0<br>Enrollment: 686<br>Rate per 1000 students: 0.0","University of the Ozarks<br>Clarksville, AR<br>Crime Count: 0<br>Enrollment: 686<br>Rate per 1000 students: 0.0","University of the Ozarks<br>Clarksville, AR<br>Crime Count: 0<br>Enrollment: 686<br>Rate per 1000 students: 0.0","University of the Ozarks<br>Clarksville, AR<br>Crime Count: 1<br>Enrollment: 686<br>Rate per 1000 students: 1.5"
376,Philander Smith College,Philander Smith College,900 DAISY BATES DRIVE,LITTLE ROCK,AR,722023799,2,"Private nonprofit, 4-year or above",294.0,471.0,765.0,0,0,2,4,"900 DAISY BATES DRIVE, LITTLE ROCK, AR, 722023799","[34.73715019999999, -92.2829963]",34.7371502,-92.2829963,5.2,2.6,0.0,0.0,"Philander Smith College<br>Little Rock, AR<br>Crime Count: 4<br>Enrollment: 765<br>Rate per 1000 students: 5.2","Philander Smith College<br>Little Rock, AR<br>Crime Count: 2<br>Enrollment: 765<br>Rate per 1000 students: 2.6","Philander Smith College<br>Little Rock, AR<br>Crime Count: 0<br>Enrollment: 765<br>Rate per 1000 students: 0.0","Philander Smith College<br>Little Rock, AR<br>Crime Count: 0<br>Enrollment: 765<br>Rate per 1000 students: 0.0"
391,Southern Arkansas University Main Campus,Main Campus,100 E. University Street,MAGNOLIA,AR,71754,1,"Public, 4-year or above",2474.0,2297.0,4771.0,2,0,0,0,"100 E. University Street, MAGNOLIA, AR, 71754","[33.2926483, -93.2366409]",33.2926483,-93.2366409,0.0,0.0,0.0,0.4,"Southern Arkansas University Main Campus<br>Magnolia, AR<br>Crime Count: 0<br>Enrollment: 4771<br>Rate per 1000 students: 0.0","Southern Arkansas University Main Campus<br>Magnolia, AR<br>Crime Count: 0<br>Enrollment: 4771<br>Rate per 1000 students: 0.0","Southern Arkansas University Main Campus<br>Magnolia, AR<br>Crime Count: 0<br>Enrollment: 4771<br>Rate per 1000 students: 0.0","Southern Arkansas University Main Campus<br>Magnolia, AR<br>Crime Count: 2<br>Enrollment: 4771<br>Rate per 1000 students: 0.4"
392,Southern Arkansas University Tech,Main Campus,6415 Spellman Road,Camden,AR,71701,4,"Public, 2-year",409.0,371.0,780.0,0,0,0,1,"6415 Spellman Road, Camden, AR, 71701","[33.6322452, -92.7177303]",33.6322452,-92.7177303,1.3,0.0,0.0,0.0,"Southern Arkansas University Tech<br>Camden, AR<br>Crime Count: 1<br>Enrollment: 780<br>Rate per 1000 students: 1.3","Southern Arkansas University Tech<br>Camden, AR<br>Crime Count: 0<br>Enrollment: 780<br>Rate per 1000 students: 0.0","Southern Arkansas University Tech<br>Camden, AR<br>Crime Count: 0<br>Enrollment: 780<br>Rate per 1000 students: 0.0","Southern Arkansas University Tech<br>Camden, AR<br>Crime Count: 0<br>Enrollment: 780<br>Rate per 1000 students: 0.0"
394,University of Arkansas-Fort Smith,Main Campus,5210 Grand Ave,Fort Smith,AR,729133649,1,"Public, 4-year or above",2936.0,3648.0,6584.0,0,0,0,1,"5210 Grand Ave, Fort Smith, AR, 729133649","[35.3848407, -94.3726531]",35.3848407,-94.3726531,0.2,0.0,0.0,0.0,"University of Arkansas-Fort Smith<br>Fort Smith, AR<br>Crime Count: 1<br>Enrollment: 6584<br>Rate per 1000 students: 0.2","University of Arkansas-Fort Smith<br>Fort Smith, AR<br>Crime Count: 0<br>Enrollment: 6584<br>Rate per 1000 students: 0.0","University of Arkansas-Fort Smith<br>Fort Smith, AR<br>Crime Count: 0<br>Enrollment: 6584<br>Rate per 1000 students: 0.0","University of Arkansas-Fort Smith<br>Fort Smith, AR<br>Crime Count: 0<br>Enrollment: 6584<br>Rate per 1000 students: 0.0"
399,College of Alameda,Main Campus,555 Ralph Appezzato Memorial Parkway,ALAMEDA,CA,94501,4,"Public, 2-year",2809.0,3588.0,6397.0,0,0,0,3,"555 Ralph Appezzato Memorial Parkway, ALAMEDA, CA, 94501","[37.7807527, -122.2793068]",37.7807527,-122.2793068,0.5,0.0,0.0,0.0,"College of Alameda<br>Alameda, CA<br>Crime Count: 3<br>Enrollment: 6397<br>Rate per 1000 students: 0.5","College of Alameda<br>Alameda, CA<br>Crime Count: 0<br>Enrollment: 6397<br>Rate per 1000 students: 0.0","College of Alameda<br>Alameda, CA<br>Crime Count: 0<br>Enrollment: 6397<br>Rate per 1000 students: 0.0","College of Alameda<br>Alameda, CA<br>Crime Count: 0<br>Enrollment: 6397<br>Rate per 1000 students: 0.0"
408,American River College,Main Campus,4700 COLLEGE OAK DR,SACRAMENTO,CA,958414286,4,"Public, 2-year",15604.0,14915.0,30519.0,2,2,1,0,"4700 COLLEGE OAK DR, SACRAMENTO, CA, 958414286","[38.6524799, -121.3468812]",38.6524799,-121.3468812,0.0,0.0,0.1,0.1,"American River College<br>Sacramento, CA<br>Crime Count: 0<br>Enrollment: 30519<br>Rate per 1000 students: 0.0","American River College<br>Sacramento, CA<br>Crime Count: 1<br>Enrollment: 30519<br>Rate per 1000 students: 0.0","American River College<br>Sacramento, CA<br>Crime Count: 2<br>Enrollment: 30519<br>Rate per 1000 students: 0.1","American River College<br>Sacramento, CA<br>Crime Count: 2<br>Enrollment: 30519<br>Rate per 1000 students: 0.1"
